"Orbit","SQI","qcost","Bit String","# literals","Group","Group Size","Sig"
"33","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~locked_epoch2(NODE1) | NODE0 = NODE1","5","--1------------------1----------------------","3","19","5","1000100020"
"34","forall NODE0. ~ep_epoch2(NODE0) | ~locked_epoch3(NODE0)","3","--1-------------------1---------------------","2","8","20","1000100010"
"35","forall NODE0. ~ep_epoch2(NODE0) | ~locked_epoch4(NODE0)","3","--1---------------------1-------------------","2","8","20","1000100010"
"36","forall NODE0. ~ep_epoch2(NODE0) | ~locked_epoch5(NODE0)","3","--1-----------------------1-----------------","2","8","20","1000100010"
"37","forall NODE0. ~ep_epoch2(NODE0) | ~locked_epoch6(NODE0)","3","--1-------------------------1---------------","2","8","20","1000100010"
"38","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~transfer_epoch2(NODE1)","4","--1-------------------------------1---------","2","14","15","1000001020"
"39","forall NODE0. ~ep_epoch2(NODE0) | locked_epoch2(NODE0)","3","--1-----------------0-----------------------","2","7","5","1000010010"
"40","exists NODE0. ~ep_epoch3(NODE0)","2","---1------1---------------------------------","1","5","7","2000000001"
"41","forall NODE0. ~ep_epoch3(NODE0) | ~ep_epoch4(NODE0)","3","---11---------------------------------------","2","9","21","2000000010"
"42","forall NODE0. ~ep_epoch3(NODE0) | ~ep_epoch5(NODE0)","3","---1-1--------------------------------------","2","9","21","2000000010"
"43","forall NODE0. ~ep_epoch3(NODE0) | ~ep_epoch6(NODE0)","3","---1--1-------------------------------------","2","9","21","2000000010"
"44","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch3(NODE1) | NODE0 = NODE1","5","---1-------------------1--------------------","3","19","5","1000100020"
"45","forall NODE0. ~ep_epoch3(NODE0) | ~locked_epoch4(NODE0)","3","---1--------------------1-------------------","2","8","20","1000100010"
"46","forall NODE0. ~ep_epoch3(NODE0) | ~locked_epoch5(NODE0)","3","---1----------------------1-----------------","2","8","20","1000100010"
"47","forall NODE0. ~ep_epoch3(NODE0) | ~locked_epoch6(NODE0)","3","---1------------------------1---------------","2","8","20","1000100010"
"48","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~transfer_epoch2(NODE1)","4","---1------------------------------1---------","2","14","15","1000001020"
"49","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~transfer_epoch3(NODE1)","4","---1--------------------------------1-------","2","14","15","1000001020"
"50","forall NODE0. ~ep_epoch3(NODE0) | locked_epoch3(NODE0)","3","---1------------------0---------------------","2","7","5","1000010010"
"51","exists NODE0. ~ep_epoch4(NODE0)","2","----1------1--------------------------------","1","5","7","2000000001"
"52","forall NODE0. ~ep_epoch4(NODE0) | ~ep_epoch5(NODE0)","3","----11--------------------------------------","2","9","21","2000000010"
"53","forall NODE0. ~ep_epoch4(NODE0) | ~ep_epoch6(NODE0)","3","----1-1-------------------------------------","2","9","21","2000000010"
"54","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~locked_epoch4(NODE1) | NODE0 = NODE1","5","----1--------------------1------------------","3","19","5","1000100020"
"55","forall NODE0. ~ep_epoch4(NODE0) | ~locked_epoch5(NODE0)","3","----1---------------------1-----------------","2","8","20","1000100010"
"56","forall NODE0. ~ep_epoch4(NODE0) | ~locked_epoch6(NODE0)","3","----1-----------------------1---------------","2","8","20","1000100010"
"57","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~transfer_epoch2(NODE1)","4","----1-----------------------------1---------","2","14","15","1000001020"
"58","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~transfer_epoch3(NODE1)","4","----1-------------------------------1-------","2","14","15","1000001020"
"59","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~transfer_epoch4(NODE1)","4","----1---------------------------------1-----","2","14","15","1000001020"
"60","forall NODE0. ~ep_epoch4(NODE0) | locked_epoch4(NODE0)","3","----1-------------------0-------------------","2","7","5","1000010010"
"61","exists NODE0. ~ep_epoch5(NODE0)","2","-----1------1-------------------------------","1","5","7","2000000001"
"62","forall NODE0. ~ep_epoch5(NODE0) | ~ep_epoch6(NODE0)","3","-----11-------------------------------------","2","9","21","2000000010"
"63","forall NODE1,NODE0. ~ep_epoch5(NODE0) | ~locked_epoch5(NODE1) | NODE0 = NODE1","5","-----1---------------------1----------------","3","19","5","1000100020"
"64","forall NODE0. ~ep_epoch5(NODE0) | ~locked_epoch6(NODE0)","3","-----1----------------------1---------------","2","8","20","1000100010"
"65","forall NODE1,NODE0. ~ep_epoch5(NODE0) | ~transfer_epoch2(NODE1)","4","-----1----------------------------1---------","2","14","15","1000001020"
"66","forall NODE1,NODE0. ~ep_epoch5(NODE0) | ~transfer_epoch3(NODE1)","4","-----1------------------------------1-------","2","14","15","1000001020"
"67","forall NODE1,NODE0. ~ep_epoch5(NODE0) | ~transfer_epoch4(NODE1)","4","-----1--------------------------------1-----","2","14","15","1000001020"
"68","forall NODE1,NODE0. ~ep_epoch5(NODE0) | ~transfer_epoch5(NODE1)","4","-----1----------------------------------1---","2","14","15","1000001020"
"69","forall NODE0. ~ep_epoch5(NODE0) | locked_epoch5(NODE0)","3","-----1--------------------0-----------------","2","7","5","1000010010"
"70","exists NODE0. ~ep_epoch6(NODE0)","2","------1------1------------------------------","1","5","7","2000000001"
"71","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~held(NODE1) | NODE0 = NODE1","5","------1--------1----------------------------","3","0","243","1010000020"
"72","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~locked_epoch6(NODE1) | NODE0 = NODE1","5","------1----------------------1--------------","3","19","5","1000100020"
"73","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~transfer_epoch2(NODE1)","4","------1---------------------------1---------","2","14","15","1000001020"
"74","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~transfer_epoch3(NODE1)","4","------1-----------------------------1-------","2","14","15","1000001020"
"75","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~transfer_epoch4(NODE1)","4","------1-------------------------------1-----","2","14","15","1000001020"
"76","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~transfer_epoch5(NODE1)","4","------1---------------------------------1---","2","14","15","1000001020"
"77","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~transfer_epoch6(NODE1)","4","------1-----------------------------------1-","2","14","15","1000001020"
"78","forall NODE0. ~ep_epoch6(NODE0) | held(NODE0)","3","------1-------0-----------------------------","2","0","243","1001000010"
"79","forall NODE0. ~ep_epoch6(NODE0) | locked_epoch6(NODE0)","3","------1---------------------0---------------","2","7","5","1000010010"
"80","exists NODE0. ~held(NODE0)","2","--------------11----------------------------","1","0","243","0020000001"
"81","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch6(NODE1) | NODE0 = NODE1","5","--------------1--------------1--------------","3","0","243","0010100020"
"82","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch2(NODE1)","4","--------------1-------------------1---------","2","12","5","0010001020"
"83","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch3(NODE1)","4","--------------1---------------------1-------","2","12","5","0010001020"
"84","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch4(NODE1)","4","--------------1-----------------------1-----","2","12","5","0010001020"
"85","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch5(NODE1)","4","--------------1-------------------------1---","2","12","5","0010001020"
"86","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch6(NODE1)","4","--------------1---------------------------1-","2","12","5","0010001020"
"87","exists NODE0. ~locked_epoch2(NODE0)","2","--------------------11----------------------","1","4","5","0000200001"
"88","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ~transfer_epoch2(NODE1)","4","--------------------1-------------1---------","2","11","15","0000101020"
"89","exists NODE0. ~locked_epoch3(NODE0)","2","----------------------11--------------------","1","4","5","0000200001"
"90","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch2(NODE1)","4","----------------------1-----------1---------","2","11","15","0000101020"
"91","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch3(NODE1)","4","----------------------1-------------1-------","2","11","15","0000101020"
"92","exists NODE0. ~locked_epoch4(NODE0)","2","------------------------11------------------","1","4","5","0000200001"
"93","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ~transfer_epoch2(NODE1)","4","------------------------1---------1---------","2","11","15","0000101020"
"94","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ~transfer_epoch3(NODE1)","4","------------------------1-----------1-------","2","11","15","0000101020"
"95","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ~transfer_epoch4(NODE1)","4","------------------------1-------------1-----","2","11","15","0000101020"
"96","exists NODE0. ~locked_epoch5(NODE0)","2","--------------------------11----------------","1","4","5","0000200001"
"97","forall NODE1,NODE0. ~locked_epoch5(NODE0) | ~transfer_epoch2(NODE1)","4","--------------------------1-------1---------","2","11","15","0000101020"
"98","forall NODE1,NODE0. ~locked_epoch5(NODE0) | ~transfer_epoch3(NODE1)","4","--------------------------1---------1-------","2","11","15","0000101020"
"99","forall NODE1,NODE0. ~locked_epoch5(NODE0) | ~transfer_epoch4(NODE1)","4","--------------------------1-----------1-----","2","11","15","0000101020"
"100","forall NODE1,NODE0. ~locked_epoch5(NODE0) | ~transfer_epoch5(NODE1)","4","--------------------------1-------------1---","2","11","15","0000101020"
"101","exists NODE0. ~locked_epoch6(NODE0)","2","----------------------------11--------------","1","4","5","0000200001"
"102","forall NODE1,NODE0. ~locked_epoch6(NODE0) | ~transfer_epoch2(NODE1)","4","----------------------------1-----1---------","2","11","15","0000101020"
"103","forall NODE1,NODE0. ~locked_epoch6(NODE0) | ~transfer_epoch3(NODE1)","4","----------------------------1-------1-------","2","11","15","0000101020"
"104","forall NODE1,NODE0. ~locked_epoch6(NODE0) | ~transfer_epoch4(NODE1)","4","----------------------------1---------1-----","2","11","15","0000101020"
"105","forall NODE1,NODE0. ~locked_epoch6(NODE0) | ~transfer_epoch5(NODE1)","4","----------------------------1-----------1---","2","11","15","0000101020"
"106","forall NODE1,NODE0. ~locked_epoch6(NODE0) | ~transfer_epoch6(NODE1)","4","----------------------------1-------------1-","2","11","15","0000101020"
"107","forall NODE0. ~locked_epoch6(NODE0) | ep_epoch6(NODE0)","3","------0---------------------1---------------","2","0","243","0100100010"
"108","forall NODE0. ~locked_epoch6(NODE0) | held(NODE0)","3","--------------0-------------1---------------","2","0","243","0001100010"
"109","exists NODE0. ~transfer_epoch2(NODE0)","2","----------------------------------11--------","1","2","5","0000002001"
"110","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ~transfer_epoch3(NODE1)","4","----------------------------------1-1-------","2","10","10","0000002020"
"111","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ~transfer_epoch4(NODE1)","4","----------------------------------1---1-----","2","10","10","0000002020"
"112","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ~transfer_epoch5(NODE1)","4","----------------------------------1-----1---","2","10","10","0000002020"
"113","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ~transfer_epoch6(NODE1)","4","----------------------------------1-------1-","2","10","10","0000002020"
"114","exists NODE0. ~transfer_epoch3(NODE0)","2","------------------------------------11------","1","2","5","0000002001"
"115","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ~transfer_epoch4(NODE1)","4","------------------------------------1-1-----","2","10","10","0000002020"
"116","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ~transfer_epoch5(NODE1)","4","------------------------------------1---1---","2","10","10","0000002020"
"117","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ~transfer_epoch6(NODE1)","4","------------------------------------1-----1-","2","10","10","0000002020"
"118","exists NODE0. ~transfer_epoch4(NODE0)","2","--------------------------------------11----","1","2","5","0000002001"
"119","forall NODE1,NODE0. ~transfer_epoch4(NODE0) | ~transfer_epoch5(NODE1)","4","--------------------------------------1-1---","2","10","10","0000002020"
"120","forall NODE1,NODE0. ~transfer_epoch4(NODE0) | ~transfer_epoch6(NODE1)","4","--------------------------------------1---1-","2","10","10","0000002020"
"121","exists NODE0. ~transfer_epoch5(NODE0)","2","----------------------------------------11--","1","2","5","0000002001"
"122","forall NODE1,NODE0. ~transfer_epoch5(NODE0) | ~transfer_epoch6(NODE1)","4","----------------------------------------1-1-","2","10","10","0000002020"
"123","exists NODE0. ~transfer_epoch6(NODE0)","2","------------------------------------------11","1","2","5","0000002001"
"124","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | ~transfer_epoch3(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1-------1---------------------------1-------","7","291","20","2000001030"
"125","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | ~transfer_epoch4(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1-------1-----------------------------1-----","7","291","20","2000001030"
"126","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | ~transfer_epoch5(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","1-------1-------------------------------1---","7","291","20","2000001030"
"127","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | ~transfer_epoch6(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1-------1---------------------------------1-","7","291","20","2000001030"
"128","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch2(NODE1) | ~transfer_epoch4(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1--------1----------------------------1-----","7","291","20","2000001030"
"129","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch2(NODE1) | ~transfer_epoch5(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","1--------1------------------------------1---","7","291","20","2000001030"
"130","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch2(NODE1) | ~transfer_epoch6(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1--------1--------------------------------1-","7","291","20","2000001030"
"131","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch3(NODE1) | ~transfer_epoch5(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","1---------1-----------------------------1---","7","291","20","2000001030"
"132","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch3(NODE1) | ~transfer_epoch6(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1---------1-------------------------------1-","7","291","20","2000001030"
"133","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1---------1----------0----------------------","4","38","30","2000010020"
"134","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch4(NODE1) | ~transfer_epoch6(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1----------1------------------------------1-","7","291","20","2000001030"
"135","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1----------1---------0----------------------","4","38","30","2000010020"
"136","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1----------1-----------0--------------------","4","38","30","2000010020"
"137","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch5(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1-----------1--------0----------------------","4","38","30","2000010020"
"138","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch5(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1-----------1----------0--------------------","4","38","30","2000010020"
"139","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch5(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","6","1-----------1------------0------------------","4","38","30","2000010020"
"140","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch6(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1------------1-------0----------------------","4","38","30","2000010020"
"141","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch6(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1------------1---------0--------------------","4","38","30","2000010020"
"142","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch6(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","6","1------------1-----------0------------------","4","38","30","2000010020"
"143","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch6(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","6","1------------1-------------0----------------","4","38","30","2000010020"
"144","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1--------------------0-1--------------------","4","33","30","1000110020"
"145","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1--------------------0---1------------------","4","33","30","1000110020"
"146","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1----------------------0-1------------------","4","33","30","1000110020"
"147","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch5(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1--------------------0-----1----------------","4","33","30","1000110020"
"148","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch5(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1----------------------0---1----------------","4","33","30","1000110020"
"149","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch5(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","6","1------------------------0-1----------------","4","33","30","1000110020"
"150","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch6(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1--------------------0-------1--------------","4","33","30","1000110020"
"151","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch6(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1----------------------0-----1--------------","4","33","30","1000110020"
"152","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch6(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","6","1------------------------0---1--------------","4","33","30","1000110020"
"153","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch6(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","6","1--------------------------0-1--------------","4","33","30","1000110020"
"154","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch1(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1-------0-------------------------1---------","7","256","16","1100001030"
"155","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1--------0--------------------------1-------","7","256","16","1100001030"
"156","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch3(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1--------------------0--------------1-------","7","254","30","1000011030"
"157","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch3(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1---------0---------------------------1-----","7","256","16","1100001030"
"158","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1--------------------0----------------1-----","7","254","30","1000011030"
"159","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch3(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1----------------------0--------------1-----","7","254","30","1000011030"
"160","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch5(NODE1) | ep_epoch4(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1----------0----------------------------1---","7","256","16","1100001030"
"161","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch5(NODE1) | locked_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1--------------------0------------------1---","7","254","30","1000011030"
"162","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch5(NODE1) | locked_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1----------------------0----------------1---","7","254","30","1000011030"
"163","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch5(NODE1) | locked_epoch4(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1------------------------0--------------1---","7","254","30","1000011030"
"164","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch6(NODE1) | ep_epoch5(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1-----------0-----------------------------1-","7","256","16","1100001030"
"165","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch6(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1--------------------0--------------------1-","7","254","30","1000011030"
"166","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch6(NODE1) | locked_epoch3(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1----------------------0------------------1-","7","254","30","1000011030"
"167","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch6(NODE1) | locked_epoch4(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1------------------------0----------------1-","7","254","30","1000011030"
