"Orbit","SQI","qcost","Bit String","# literals","Group","Group Size","Sig"
"35","exists NODE0. ~locked_epoch3(NODE0)","2","----------------11--------","1","4","2","0000200001"
"36","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch2(NODE1)","4","----------------1-----1---","2","10","3","0000101020"
"37","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch3(NODE1)","4","----------------1-------1-","2","10","3","0000101020"
"38","forall NODE0. ~locked_epoch3(NODE0) | ep_epoch3(NODE0)","3","---0------------1---------","2","0","54","0100100010"
"39","forall NODE0. ~locked_epoch3(NODE0) | held(NODE0)","3","--------0-------1---------","2","0","54","0001100010"
"40","exists NODE0. ~transfer_epoch2(NODE0)","2","----------------------11--","1","2","2","0000002001"
"41","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ~transfer_epoch3(NODE1)","4","----------------------1-1-","2","0","54","0000002020"
"42","exists NODE0. ~transfer_epoch3(NODE0)","2","------------------------11","1","2","2","0000002001"
"43","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | ~transfer_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","1----1------------------1-","7","0","54","2000001030"
"44","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1------1-------0----------","4","26","2","2000010020"
"45","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1--------------0-1--------","4","22","2","1000110020"
"46","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch1(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1----0----------------1---","7","52","4","1100001030"
"47","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1-----0-----------------1-","7","52","4","1100001030"
"48","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~transfer_epoch3(NODE1) | locked_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1--------------0--------1-","7","51","2","1000011030"
"49","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1----0---------0----------","4","24","3","1100010020"
"50","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch2(NODE1) | ~held(NODE0) | NODE0 = NODE1","6","-1----1-1-----------------","4","0","54","2010000020"
"51","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1-----1-------0----------","4","26","2","2000010020"
"52","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE0) | ~locked_epoch2(NODE1) | NODE0 = NODE1","6","-1------1------1----------","4","0","54","1010100020"
"53","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE0) | ep_epoch0(NODE1) | NODE0 = NODE1","6","-1--0---1-----------------","4","25","2","1110000020"
"54","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1-------1-----0----------","4","23","2","1010010020"
"55","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1-------------0-1--------","4","22","2","1000110020"
"56","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch0(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1--0-----------------1---","7","52","4","1100001030"
"57","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1----0-----------------1-","7","52","4","1100001030"
"58","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ~transfer_epoch3(NODE1) | locked_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1-------------0--------1-","7","51","2","1000011030"
"59","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1--0----------0----------","4","24","3","1100010020"
"60","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~held(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","6","--1----0-1----------------","4","25","2","1110000020"
"61","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~held(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","--1------1-------0--------","4","23","2","1010010020"
"62","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch2(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","6","---1--0--------1----------","4","0","54","1100100020"
"63","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","6","---1--0-------0-----------","4","24","3","1100010020"
"64","forall NODE1,NODE0. ~ep_epoch3(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","6","---1----------00----------","4","0","54","1000020020"
"65","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","6","------0-1------1----------","4","20","2","0110100020"
"66","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE1) | ep_epoch3(NODE0) | NODE0 = NODE1","6","---0----1------1----------","4","20","2","0110100020"
"67","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","6","--------1------10---------","4","0","54","0010110020"
"68","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ~locked_epoch3(NODE1) | ep_epoch2(NODE0) | NODE0 = NODE1","6","--0-----------1--1--------","4","0","54","0100200020"
"69","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch2(NODE0)","5","--0-----------1---------1-","3","0","54","0100101020"
"70","forall NODE0. ~locked_epoch2(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE0)","4","--00----------1-----------","3","0","54","0200100010"
"71","forall NODE0. ~locked_epoch2(NODE0) | ep_epoch2(NODE0) | held(NODE0)","4","--0-----0-----1-----------","3","0","54","0101100010"
"72","forall NODE0. ~locked_epoch2(NODE0) | ep_epoch2(NODE0) | locked_epoch3(NODE0)","4","--0-----------1-0---------","3","0","54","0100110010"
"73","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","6","------0-------0-1---------","4","0","54","0100110020"
"74","forall NODE1,NODE0. ~locked_epoch3(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","6","--------------001---------","4","0","54","0000120020"
"75","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ep_epoch0(NODE0) | ep_epoch0(NODE1) | NODE0 = NODE1","6","0---0-----------------1---","4","21","4","0200001020"
"76","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1)","5","00--------------------1---","3","21","4","0200001020"
"77","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ep_epoch1(NODE0) | ep_epoch1(NODE1) | NODE0 = NODE1","6","-0---0----------------1---","4","21","4","0200001020"
"78","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | NODE0 = NODE1","6","--0---0-----------------1-","4","21","4","0200001020"
"79","forall NODE1,NODE0,NODE2. ~transfer_epoch3(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","--0------------0--------1-","7","0","54","0100011030"
"80","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","6","--------------00--------1-","4","0","54","0000021020"
"81","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","7","1----000------------------","5","35","4","1300000020"
"82","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | held(NODE1) | NODE0 = NODE1","7","1----00--0----------------","5","33","3","1201000020"
"83","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","1----00----------0--------","5","32","4","1200010020"
"84","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","7","-1----00-1----------------","5","34","2","1210000020"
"85","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","-1----0--1-------0--------","5","0","54","1110010020"
"86","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","7","-1--0-00------------------","5","35","4","1300000020"
"87","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | held(NODE1) | NODE0 = NODE1","7","-1--0-0--0----------------","5","33","3","1201000020"
"88","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","-1--0-0----------0--------","5","32","4","1200010020"
"89","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","7","--1-00--1-----------------","5","34","2","1210000020"
"90","forall NODE1,NODE0,NODE2. ~ep_epoch2(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","11","--1-00------------------1-","8","0","54","1200001030"
"91","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","7","--1-00-0------------------","5","35","4","1300000020"
"92","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | held(NODE1) | NODE0 = NODE1","7","--1-00---0----------------","5","33","3","1201000020"
"93","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","--1-00-----------0--------","5","32","4","1200010020"
"94","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","7","---100--------1-----------","5","0","54","1200100020"
"95","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","7","---1000-------------------","5","35","4","1300000020"
"96","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","7","---100---------0----------","5","32","4","1200010020"
"97","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","7","----00--1-----1-----------","5","0","54","0210100020"
"98","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","7","----000-1-----------------","5","31","3","0310000020"
"99","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE0) | NODE0 = NODE1","7","---000--1-----------------","5","31","3","0310000020"
"100","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","7","----00--1------0----------","5","29","6","0210010020"
"101","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","7","----00--1-------0---------","5","29","6","0210010020"
"102","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | ep_epoch3(NODE0) | NODE0 = NODE1","7","--000---1-----------------","5","31","3","0310000020"
"103","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | locked_epoch3(NODE0) | NODE0 = NODE1","7","--0-0---1-------0---------","5","29","6","0210010020"
"104","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","7","----0-0-1-----0-----------","5","29","6","0210010020"
"105","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch3(NODE0) | locked_epoch2(NODE0) | NODE0 = NODE1","7","---00---1-----0-----------","5","29","6","0210010020"
"106","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","7","----0---1-----00----------","5","27","3","0110020020"
"107","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE0) | NODE0 = NODE1","7","----0---1-----0-0---------","5","27","3","0110020020"
"108","forall NODE0. ~held(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE0)","5","-000----1-----------------","4","0","54","0310000010"
"109","forall NODE0. ~held(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | locked_epoch3(NODE0)","5","-00-----1-------0---------","4","17","2","0210010010"
"110","forall NODE1,NODE0. ~held(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","7","-0----0-1-----0-----------","5","29","6","0210010020"
"111","forall NODE0. ~held(NODE0) | ep_epoch1(NODE0) | ep_epoch3(NODE0) | locked_epoch2(NODE0)","5","-0-0----1-----0-----------","4","17","2","0210010010"
"112","forall NODE1,NODE0. ~held(NODE0) | ep_epoch1(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","7","-0------1-----00----------","5","27","3","0110020020"
"113","forall NODE0. ~held(NODE0) | ep_epoch1(NODE0) | locked_epoch2(NODE0) | locked_epoch3(NODE0)","5","-0------1-----0-0---------","4","0","54","0110020010"
"114","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","7","----00--------1-1---------","5","0","54","0200200020"
"115","forall NODE1,NODE0,NODE2. ~locked_epoch2(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","11","----00--------1---------1-","8","0","54","0200101030"
"116","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | NODE0 = NODE1","7","--0-00--------1-----------","5","30","3","0300100020"
"117","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","7","----00-0------1-----------","5","30","3","0300100020"
"118","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | held(NODE1) | NODE0 = NODE1","7","----00---0----1-----------","5","0","54","0201100020"
"119","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","----00--------1--0--------","5","28","2","0200110020"
"120","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","7","----000---------1---------","5","30","3","0300100020"
"121","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","7","----00---------01---------","5","28","2","0200110020"
"122","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1)","6","000---------------------1-","4","0","54","0300001020"
"123","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1)","6","00------------0---------1-","4","0","54","0200011020"
"124","exists NODE0. ep_epoch0(NODE0) | locked_epoch2(NODE0)","3","0---0---------00----------","2","6","2","0200020001"
"125","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE0)","5","0000----------------------","4","0","54","0400000010"
"126","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | held(NODE0)","5","000-----0-----------------","4","0","54","0301000010"
"127","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | locked_epoch3(NODE0)","5","000-------------0---------","4","18","2","0300010010"
"128","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","7","00----0-------0-----------","5","0","54","0300010020"
"129","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch3(NODE0) | locked_epoch2(NODE0)","5","00-0----------0-----------","4","18","2","0300010010"
"130","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | held(NODE0) | locked_epoch2(NODE0)","5","00------0-----0-----------","4","0","54","0201010010"
"131","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","7","00------------00----------","5","0","54","0200020020"
"132","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | locked_epoch2(NODE0) | locked_epoch3(NODE0)","5","00------------0-0---------","4","0","54","0200020010"
"133","exists NODE0. ep_epoch1(NODE0) | locked_epoch2(NODE0)","3","-0---0--------00----------","2","6","2","0200020001"
"134","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","1----1---0------------00--","6","42","3","2001000220"
"135","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch2(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","1-----1--0--------------00","6","42","3","2001000220"
"136","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch2(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","1--------0-----1--------00","6","40","2","1001100220"
"137","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","1----0---0--------------00","6","41","4","1101000220"
"138","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch2(NODE1) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","1-----0--0------------00--","6","41","4","1101000220"
"139","forall NODE1,NODE0. ~ep_epoch0(NODE0) | held(NODE1) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","1--------0-----0------00--","6","39","3","1001010220"
"140","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch2(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","-1----1--0--------------00","6","42","3","2001000220"
"141","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch2(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","-1-------0-----1--------00","6","40","2","1001100220"
"142","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","-1--0----0--------------00","6","41","4","1101000220"
"143","forall NODE1,NODE0. ~ep_epoch1(NODE0) | held(NODE0) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","-1------0------0------00--","6","39","3","1001010220"
"144","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch3(NODE1) | held(NODE0) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","--1----00---------------00","6","41","4","1101000220"
"145","forall NODE1,NODE0. ~ep_epoch2(NODE0) | held(NODE0) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","--1-----00--------------00","6","0","54","1002000220"
"146","forall NODE1,NODE0. ~ep_epoch2(NODE0) | held(NODE0) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","--1-----0--------0------00","6","39","3","1001010220"
"147","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch3(NODE1) | held(NODE0) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","-------00-----1---------00","6","0","54","0101100220"
"148","forall NODE1,NODE0. ~locked_epoch2(NODE0) | held(NODE0) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","--------00----1---------00","6","0","54","0002100220"
"149","forall NODE1,NODE0. ~locked_epoch2(NODE0) | held(NODE0) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","--------0-----1--0------00","6","0","54","0001110220"
"150","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE0) | ep_epoch1(NODE1) | NODE0 = NODE1","8","00--00------------------1-","6","0","54","0400001020"
