"Orbit","SQI","qcost","Bit String","# literals","Group","Group Size","Sig"
"34","forall NODE0. ~ep_epoch3(NODE0) | locked_epoch3(NODE0)","3","---1--------------0-------------","2","7","3","1000010010"
"35","exists NODE0. ~ep_epoch4(NODE0)","2","----1----1----------------------","1","5","5","2000000001"
"36","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~held(NODE1) | NODE0 = NODE1","5","----1------1--------------------","3","0","101","1010000020"
"37","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~locked_epoch4(NODE1) | NODE0 = NODE1","5","----1----------------1----------","3","23","3","1000100020"
"38","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~transfer_epoch2(NODE1)","4","----1---------------------1-----","2","14","6","1000001020"
"39","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~transfer_epoch3(NODE1)","4","----1-----------------------1---","2","14","6","1000001020"
"40","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~transfer_epoch4(NODE1)","4","----1-------------------------1-","2","14","6","1000001020"
"41","forall NODE0. ~ep_epoch4(NODE0) | held(NODE0)","3","----1-----0---------------------","2","0","101","1001000010"
"42","forall NODE0. ~ep_epoch4(NODE0) | locked_epoch4(NODE0)","3","----1---------------0-----------","2","7","3","1000010010"
"43","exists NODE0. ~held(NODE0)","2","----------11--------------------","1","0","101","0020000001"
"44","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch4(NODE1) | NODE0 = NODE1","5","----------1----------1----------","3","0","101","0010100020"
"45","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch2(NODE1)","4","----------1---------------1-----","2","12","3","0010001020"
"46","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch3(NODE1)","4","----------1-----------------1---","2","12","3","0010001020"
"47","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch4(NODE1)","4","----------1-------------------1-","2","12","3","0010001020"
"48","exists NODE0. ~locked_epoch2(NODE0)","2","----------------11--------------","1","4","3","0000200001"
"49","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ~transfer_epoch2(NODE1)","4","----------------1---------1-----","2","11","6","0000101020"
"50","exists NODE0. ~locked_epoch3(NODE0)","2","------------------11------------","1","4","3","0000200001"
"51","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch2(NODE1)","4","------------------1-------1-----","2","11","6","0000101020"
"52","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch3(NODE1)","4","------------------1---------1---","2","11","6","0000101020"
"53","exists NODE0. ~locked_epoch4(NODE0)","2","--------------------11----------","1","4","3","0000200001"
"54","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ~transfer_epoch2(NODE1)","4","--------------------1-----1-----","2","11","6","0000101020"
"55","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ~transfer_epoch3(NODE1)","4","--------------------1-------1---","2","11","6","0000101020"
"56","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ~transfer_epoch4(NODE1)","4","--------------------1---------1-","2","11","6","0000101020"
"57","forall NODE0. ~locked_epoch4(NODE0) | ep_epoch4(NODE0)","3","----0---------------1-----------","2","0","101","0100100010"
"58","forall NODE0. ~locked_epoch4(NODE0) | held(NODE0)","3","----------0---------1-----------","2","0","101","0001100010"
"59","exists NODE0. ~transfer_epoch2(NODE0)","2","--------------------------11----","1","2","3","0000002001"
"60","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ~transfer_epoch3(NODE1)","4","--------------------------1-1---","2","10","3","0000002020"
"61","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ~transfer_epoch4(NODE1)","4","--------------------------1---1-","2","10","3","0000002020"
"62","exists NODE0. ~transfer_epoch3(NODE0)","2","----------------------------11--","1","2","3","0000002001"
"63","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ~transfer_epoch4(NODE1)","4","----------------------------1-1-","2","10","3","0000002020"
"64","exists NODE0. ~transfer_epoch4(NODE0)","2","------------------------------11","1","2","3","0000002001"
"65","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | ~transfer_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","1-----1---------------------1---","7","108","4","2000001030"
"66","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | ~transfer_epoch4(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","1-----1-----------------------1-","7","108","4","2000001030"
"67","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~ep_epoch2(NODE1) | ~transfer_epoch4(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","1------1----------------------1-","7","108","4","2000001030"
"68","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1-------1--------0--------------","4","39","7","2000010020"
"69","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1--------1-------0--------------","4","39","7","2000010020"
"70","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1--------1---------0------------","4","39","7","2000010020"
"71","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1----------------0-1------------","4","34","7","1000110020"
"72","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1----------------0---1----------","4","34","7","1000110020"
"73","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1------------------0-1----------","4","34","7","1000110020"
"74","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch1(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1-----0-------------------1-----","7","106","7","1100001030"
"75","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1------0--------------------1---","7","106","7","1100001030"
"76","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~transfer_epoch3(NODE1) | locked_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1----------------0----------1---","7","104","7","1000011030"
"77","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1-------0---------------------1-","7","106","7","1100001030"
"78","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1----------------0------------1-","7","104","7","1000011030"
"79","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1------------------0----------1-","7","104","7","1000011030"
"80","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1-----0----------0--------------","4","37","3","1100010020"
"81","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch2(NODE1) | ~held(NODE0) | NODE0 = NODE1","6","-1-----1--1---------------------","4","40","3","2010000020"
"82","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ~ep_epoch2(NODE1) | ~transfer_epoch4(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-1-----1----------------------1-","7","108","4","2000001030"
"83","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch3(NODE1) | ~held(NODE0) | NODE0 = NODE1","6","-1------1-1---------------------","4","40","3","2010000020"
"84","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1------1--------0--------------","4","39","7","2000010020"
"85","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1-------1-------0--------------","4","39","7","2000010020"
"86","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","-1-------1---------0------------","4","39","7","2000010020"
"87","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE0) | ~locked_epoch2(NODE1) | NODE0 = NODE1","6","-1--------1------1--------------","4","36","3","1010100020"
"88","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE0) | ~locked_epoch3(NODE1) | NODE0 = NODE1","6","-1--------1--------1------------","4","36","3","1010100020"
"89","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE0) | ep_epoch0(NODE1) | NODE0 = NODE1","6","-1---0----1---------------------","4","38","2","1110000020"
"90","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1---------1-----0--------------","4","35","3","1010010020"
"91","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1---------------0-1------------","4","34","7","1000110020"
"92","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1---------------0---1----------","4","34","7","1000110020"
"93","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","-1-----------------0-1----------","4","34","7","1000110020"
"94","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch0(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1---0--------------------1-----","7","106","7","1100001030"
"95","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-1-----0--------------------1---","7","106","7","1100001030"
"96","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ~transfer_epoch3(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-1---------------0----------1---","7","104","7","1000011030"
"97","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1------0---------------------1-","7","106","7","1100001030"
"98","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1---------------0------------1-","7","104","7","1000011030"
"99","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1-----------------0----------1-","7","104","7","1000011030"
"100","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1---0-----------0--------------","4","37","3","1100010020"
"101","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~ep_epoch3(NODE1) | ~held(NODE0) | NODE0 = NODE1","6","--1-----1-1---------------------","4","40","3","2010000020"
"102","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~ep_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","--1------1---------0------------","4","39","7","2000010020"
"103","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~held(NODE0) | ~locked_epoch3(NODE1) | NODE0 = NODE1","6","--1-------1--------1------------","4","36","3","1010100020"
"104","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~held(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","--1--------1-------0------------","4","35","3","1010010020"
"105","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~locked_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","--1----------------0-1----------","4","34","7","1000110020"
"106","forall NODE1,NODE0,NODE2. ~ep_epoch2(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","--1-----0---------------------1-","7","106","7","1100001030"
"107","forall NODE1,NODE0,NODE2. ~ep_epoch2(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","--1----------------0----------1-","7","104","7","1000011030"
"108","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~held(NODE1) | ep_epoch4(NODE1) | NODE0 = NODE1","6","---1-----0-1--------------------","4","38","2","1110000020"
"109","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~held(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","6","---1-------1---------0----------","4","35","3","1010010020"
"110","forall NODE1,NODE0. ~ep_epoch3(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","6","---1------------00--------------","4","33","3","1000020020"
"111","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~locked_epoch3(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","6","----1---0----------1------------","4","0","101","1100100020"
"112","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ep_epoch3(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","6","----1---0---------0-------------","4","37","3","1100010020"
"113","forall NODE1,NODE0. ~ep_epoch4(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","6","----1-----------00--------------","4","33","3","1000020020"
"114","forall NODE1,NODE0. ~ep_epoch4(NODE0) | locked_epoch3(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","6","----1-------------00------------","4","33","3","1000020020"
"115","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch3(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","6","--------0-1--------1------------","4","26","2","0110100020"
"116","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch3(NODE1) | ep_epoch4(NODE0) | NODE0 = NODE1","6","----0-----1--------1------------","4","26","2","0110100020"
"117","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch3(NODE1) | locked_epoch4(NODE0) | NODE0 = NODE1","6","----------1--------10-----------","4","0","101","0010110020"
"118","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch2(NODE0)","5","--0-------------1-----------1---","3","15","2","0100101020"
"119","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ~locked_epoch4(NODE1) | ep_epoch3(NODE0) | NODE0 = NODE1","6","---0--------------1--1----------","4","0","101","0100200020"
"120","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch3(NODE0)","5","---0--------------1-----------1-","3","15","2","0100101020"
"121","forall NODE0. ~locked_epoch3(NODE0) | ep_epoch3(NODE0) | ep_epoch4(NODE0)","4","---00-------------1-------------","3","0","101","0200100010"
"122","forall NODE0. ~locked_epoch3(NODE0) | ep_epoch3(NODE0) | held(NODE0)","4","---0------0-------1-------------","3","0","101","0101100010"
"123","forall NODE0. ~locked_epoch3(NODE0) | ep_epoch3(NODE0) | locked_epoch4(NODE0)","4","---0--------------1-0-----------","3","0","101","0100110010"
"124","forall NODE1,NODE0. ~locked_epoch3(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","6","----------------001-------------","4","25","3","0000120020"
"125","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ep_epoch3(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","6","--------0---------0-1-----------","4","0","101","0100110020"
"126","forall NODE1,NODE0. ~locked_epoch4(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","6","----------------00--1-----------","4","25","3","0000120020"
"127","forall NODE1,NODE0. ~locked_epoch4(NODE0) | locked_epoch3(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","6","------------------001-----------","4","25","3","0000120020"
"128","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ep_epoch0(NODE0) | ep_epoch0(NODE1) | NODE0 = NODE1","6","0----0--------------------1-----","4","27","5","0200001020"
"129","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1)","5","00------------------------1-----","3","27","5","0200001020"
"130","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ep_epoch1(NODE0) | ep_epoch1(NODE1) | NODE0 = NODE1","6","-0----0-------------------1-----","4","27","5","0200001020"
"131","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | NODE0 = NODE1","6","--0----0--------------------1---","4","27","5","0200001020"
"132","forall NODE1,NODE0,NODE2. ~transfer_epoch3(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","--0--------------0----------1---","7","94","2","0100011030"
"133","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","6","----------------00----------1---","4","24","3","0000021020"
"134","forall NODE1,NODE0. ~transfer_epoch4(NODE0) | ep_epoch3(NODE0) | ep_epoch3(NODE1) | NODE0 = NODE1","6","---0----0---------------------1-","4","27","5","0200001020"
"135","forall NODE1,NODE0,NODE2. ~transfer_epoch4(NODE0) | ep_epoch3(NODE1) | locked_epoch3(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","---0---------------0----------1-","7","94","2","0100011030"
"136","forall NODE1,NODE0. ~transfer_epoch4(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","6","----------------00------------1-","4","24","3","0000021020"
"137","forall NODE1,NODE0. ~transfer_epoch4(NODE0) | locked_epoch3(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","6","------------------00----------1-","4","24","3","0000021020"
"138","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch2(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","1------0---------1-0------------","5","51","5","1100110020"
"139","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","1-----00-----------0------------","5","53","5","1200010020"
"140","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","-1-----0---1-------0------------","5","52","3","1110010020"
"141","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch2(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","-1-----0---------1-0------------","5","51","5","1100110020"
"142","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","-1---0-0-----------0------------","5","53","5","1200010020"
"143","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","7","--1--00---1---------------------","5","55","2","1210000020"
"144","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~held(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | NODE0 = NODE1","7","--1-----00-1--------------------","5","55","2","1210000020"
"145","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~held(NODE1) | ep_epoch3(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","7","--1-----0--1---------0----------","5","52","3","1110010020"
"146","forall NODE1,NODE0,NODE2. ~ep_epoch2(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","11","--1--00---------------------1---","8","0","101","1200001030"
"147","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","--1--00------------0------------","5","53","5","1200010020"
"148","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~held(NODE0) | ~locked_epoch2(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","7","---1---0--1------1--------------","5","0","101","1110100020"
"149","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~held(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","7","---1---0--1-----0---------------","5","52","3","1110010020"
"150","forall NODE1,NODE0,NODE2. ~ep_epoch3(NODE0) | ~locked_epoch2(NODE1) | ~transfer_epoch4(NODE2) | ep_epoch2(NODE1) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","11","---1---0---------1------------1-","8","0","101","1100101030"
"151","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch2(NODE1) | ep_epoch2(NODE1) | ep_epoch4(NODE1) | NODE0 = NODE1","7","---1---0-0-------1--------------","5","54","2","1200100020"
"152","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch2(NODE1) | ep_epoch2(NODE1) | held(NODE1) | NODE0 = NODE1","7","---1---0---0-----1--------------","5","0","101","1101100020"
"153","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch2(NODE1) | ep_epoch2(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","7","---1---0---------1---0----------","5","51","5","1100110020"
