"Orbit","SQI","qcost","Bit String","# literals","Group","Group Size","Sig"
"33","forall NODE0. ~ep_epoch2(NODE0) | locked_epoch2(NODE0)","3","--1---------------0-------------------","2","7","4","1000010010"
"34","exists NODE0. ~ep_epoch3(NODE0)","2","---1-----1----------------------------","1","5","6","2000000001"
"35","forall NODE0. ~ep_epoch3(NODE0) | ~ep_epoch4(NODE0)","3","---11---------------------------------","2","9","15","2000000010"
"36","forall NODE0. ~ep_epoch3(NODE0) | ~ep_epoch5(NODE0)","3","---1-1--------------------------------","2","9","15","2000000010"
"37","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch3(NODE1) | NODE0 = NODE1","5","---1-----------------1----------------","3","19","4","1000100020"
"38","forall NODE0. ~ep_epoch3(NODE0) | ~locked_epoch4(NODE0)","3","---1------------------1---------------","2","8","14","1000100010"
"39","forall NODE0. ~ep_epoch3(NODE0) | ~locked_epoch5(NODE0)","3","---1--------------------1-------------","2","8","14","1000100010"
"40","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~transfer_epoch2(NODE1)","4","---1--------------------------1-------","2","14","10","1000001020"
"41","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~transfer_epoch3(NODE1)","4","---1----------------------------1-----","2","14","10","1000001020"
"42","forall NODE0. ~ep_epoch3(NODE0) | locked_epoch3(NODE0)","3","---1----------------0-----------------","2","7","4","1000010010"
"43","exists NODE0. ~ep_epoch4(NODE0)","2","----1-----1---------------------------","1","5","6","2000000001"
"44","forall NODE0. ~ep_epoch4(NODE0) | ~ep_epoch5(NODE0)","3","----11--------------------------------","2","9","15","2000000010"
"45","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~locked_epoch4(NODE1) | NODE0 = NODE1","5","----1------------------1--------------","3","19","4","1000100020"
"46","forall NODE0. ~ep_epoch4(NODE0) | ~locked_epoch5(NODE0)","3","----1-------------------1-------------","2","8","14","1000100010"
"47","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~transfer_epoch2(NODE1)","4","----1-------------------------1-------","2","14","10","1000001020"
"48","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~transfer_epoch3(NODE1)","4","----1---------------------------1-----","2","14","10","1000001020"
"49","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~transfer_epoch4(NODE1)","4","----1-----------------------------1---","2","14","10","1000001020"
"50","forall NODE0. ~ep_epoch4(NODE0) | locked_epoch4(NODE0)","3","----1-----------------0---------------","2","7","4","1000010010"
"51","exists NODE0. ~ep_epoch5(NODE0)","2","-----1-----1--------------------------","1","5","6","2000000001"
"52","forall NODE1,NODE0. ~ep_epoch5(NODE0) | ~held(NODE1) | NODE0 = NODE1","5","-----1-------1------------------------","3","0","157","1010000020"
"53","forall NODE1,NODE0. ~ep_epoch5(NODE0) | ~locked_epoch5(NODE1) | NODE0 = NODE1","5","-----1-------------------1------------","3","19","4","1000100020"
"54","forall NODE1,NODE0. ~ep_epoch5(NODE0) | ~transfer_epoch2(NODE1)","4","-----1------------------------1-------","2","14","10","1000001020"
"55","forall NODE1,NODE0. ~ep_epoch5(NODE0) | ~transfer_epoch3(NODE1)","4","-----1--------------------------1-----","2","14","10","1000001020"
"56","forall NODE1,NODE0. ~ep_epoch5(NODE0) | ~transfer_epoch4(NODE1)","4","-----1----------------------------1---","2","14","10","1000001020"
"57","forall NODE1,NODE0. ~ep_epoch5(NODE0) | ~transfer_epoch5(NODE1)","4","-----1------------------------------1-","2","14","10","1000001020"
"58","forall NODE0. ~ep_epoch5(NODE0) | held(NODE0)","3","-----1------0-------------------------","2","0","157","1001000010"
"59","forall NODE0. ~ep_epoch5(NODE0) | locked_epoch5(NODE0)","3","-----1------------------0-------------","2","7","4","1000010010"
"60","exists NODE0. ~held(NODE0)","2","------------11------------------------","1","0","157","0020000001"
"61","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch5(NODE1) | NODE0 = NODE1","5","------------1------------1------------","3","0","157","0010100020"
"62","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch2(NODE1)","4","------------1-----------------1-------","2","12","4","0010001020"
"63","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch3(NODE1)","4","------------1-------------------1-----","2","12","4","0010001020"
"64","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch4(NODE1)","4","------------1---------------------1---","2","12","4","0010001020"
"65","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch5(NODE1)","4","------------1-----------------------1-","2","12","4","0010001020"
"66","exists NODE0. ~locked_epoch2(NODE0)","2","------------------11------------------","1","4","4","0000200001"
"67","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ~transfer_epoch2(NODE1)","4","------------------1-----------1-------","2","11","10","0000101020"
"68","exists NODE0. ~locked_epoch3(NODE0)","2","--------------------11----------------","1","4","4","0000200001"
"69","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch2(NODE1)","4","--------------------1---------1-------","2","11","10","0000101020"
"70","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch3(NODE1)","4","--------------------1-----------1-----","2","11","10","0000101020"
"71","exists NODE0. ~locked_epoch4(NODE0)","2","----------------------11--------------","1","4","4","0000200001"
"72","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ~transfer_epoch2(NODE1)","4","----------------------1-------1-------","2","11","10","0000101020"
"73","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ~transfer_epoch3(NODE1)","4","----------------------1---------1-----","2","11","10","0000101020"
"74","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ~transfer_epoch4(NODE1)","4","----------------------1-----------1---","2","11","10","0000101020"
"75","exists NODE0. ~locked_epoch5(NODE0)","2","------------------------11------------","1","4","4","0000200001"
"76","forall NODE1,NODE0. ~locked_epoch5(NODE0) | ~transfer_epoch2(NODE1)","4","------------------------1-----1-------","2","11","10","0000101020"
"77","forall NODE1,NODE0. ~locked_epoch5(NODE0) | ~transfer_epoch3(NODE1)","4","------------------------1-------1-----","2","11","10","0000101020"
"78","forall NODE1,NODE0. ~locked_epoch5(NODE0) | ~transfer_epoch4(NODE1)","4","------------------------1---------1---","2","11","10","0000101020"
"79","forall NODE1,NODE0. ~locked_epoch5(NODE0) | ~transfer_epoch5(NODE1)","4","------------------------1-----------1-","2","11","10","0000101020"
"80","forall NODE0. ~locked_epoch5(NODE0) | ep_epoch5(NODE0)","3","-----0------------------1-------------","2","0","157","0100100010"
"81","forall NODE0. ~locked_epoch5(NODE0) | held(NODE0)","3","------------0-----------1-------------","2","0","157","0001100010"
"82","exists NODE0. ~transfer_epoch2(NODE0)","2","------------------------------11------","1","2","4","0000002001"
"83","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ~transfer_epoch3(NODE1)","4","------------------------------1-1-----","2","10","6","0000002020"
"84","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ~transfer_epoch4(NODE1)","4","------------------------------1---1---","2","10","6","0000002020"
"85","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ~transfer_epoch5(NODE1)","4","------------------------------1-----1-","2","10","6","0000002020"
"86","exists NODE0. ~transfer_epoch3(NODE0)","2","--------------------------------11----","1","2","4","0000002001"
"87","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ~transfer_epoch4(NODE1)","4","--------------------------------1-1---","2","10","6","0000002020"
"88","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ~transfer_epoch5(NODE1)","4","--------------------------------1---1-","2","10","6","0000002020"
"89","exists NODE0. ~transfer_epoch4(NODE0)","2","----------------------------------11--","1","2","4","0000002001"
"90","forall NODE1,NODE0. ~transfer_epoch4(NODE0) | ~transfer_epoch5(NODE1)","4","----------------------------------1-1-","2","10","6","0000002020"
"91","exists NODE0. ~transfer_epoch5(NODE0)","2","------------------------------------11","1","2","4","0000002001"
"92","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | ~transfer_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","1------1------------------------1-----","7","187","10","2000001030"
"93","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | ~transfer_epoch4(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","1------1--------------------------1---","7","187","10","2000001030"
"94","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | ~transfer_epoch5(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1------1----------------------------1-","7","187","10","2000001030"
"95","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch2(NODE1) | ~transfer_epoch4(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","1-------1-------------------------1---","7","187","10","2000001030"
"96","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch2(NODE1) | ~transfer_epoch5(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1-------1---------------------------1-","7","187","10","2000001030"
"97","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch3(NODE1) | ~transfer_epoch5(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","1--------1--------------------------1-","7","187","10","2000001030"
"98","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1--------1---------0------------------","4","43","16","2000010020"
"99","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1---------1--------0------------------","4","43","16","2000010020"
"100","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1---------1----------0----------------","4","43","16","2000010020"
"101","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch5(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1----------1-------0------------------","4","43","16","2000010020"
"102","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch5(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1----------1---------0----------------","4","43","16","2000010020"
"103","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch5(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","6","1----------1-----------0--------------","4","43","16","2000010020"
"104","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1------------------0-1----------------","4","38","16","1000110020"
"105","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1------------------0---1--------------","4","38","16","1000110020"
"106","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1--------------------0-1--------------","4","38","16","1000110020"
"107","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch5(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1------------------0-----1------------","4","38","16","1000110020"
"108","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch5(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1--------------------0---1------------","4","38","16","1000110020"
"109","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch5(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","6","1----------------------0-1------------","4","38","16","1000110020"
"110","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch1(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1------0----------------------1-------","7","182","11","1100001030"
"111","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1-------0-----------------------1-----","7","182","11","1100001030"
"112","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch3(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1------------------0------------1-----","7","180","16","1000011030"
"113","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1--------0------------------------1---","7","182","11","1100001030"
"114","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1------------------0--------------1---","7","180","16","1000011030"
"115","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1--------------------0------------1---","7","180","16","1000011030"
"116","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch5(NODE1) | ep_epoch4(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1---------0-------------------------1-","7","182","11","1100001030"
"117","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch5(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1------------------0----------------1-","7","180","16","1000011030"
"118","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch5(NODE1) | locked_epoch3(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1--------------------0--------------1-","7","180","16","1000011030"
"119","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch5(NODE1) | locked_epoch4(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1----------------------0------------1-","7","180","16","1000011030"
"120","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1------0-----------0------------------","4","41","3","1100010020"
"121","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch2(NODE1) | ~held(NODE0) | NODE0 = NODE1","6","-1------1---1-------------------------","4","44","6","2010000020"
"122","forall NODE1,NODE2,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch2(NODE1) | ~transfer_epoch4(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","-1------1-------------------------1---","7","187","10","2000001030"
"123","forall NODE1,NODE2,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch2(NODE1) | ~transfer_epoch5(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-1------1---------------------------1-","7","187","10","2000001030"
"124","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch3(NODE1) | ~held(NODE0) | NODE0 = NODE1","6","-1-------1--1-------------------------","4","44","6","2010000020"
"125","forall NODE1,NODE2,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch3(NODE1) | ~transfer_epoch5(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","-1-------1--------------------------1-","7","187","10","2000001030"
"126","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1-------1---------0------------------","4","43","16","2000010020"
"127","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch4(NODE1) | ~held(NODE0) | NODE0 = NODE1","6","-1--------1-1-------------------------","4","44","6","2010000020"
"128","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1--------1--------0------------------","4","43","16","2000010020"
"129","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","-1--------1----------0----------------","4","43","16","2000010020"
"130","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch5(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1---------1-------0------------------","4","43","16","2000010020"
"131","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch5(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","-1---------1---------0----------------","4","43","16","2000010020"
"132","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch5(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","6","-1---------1-----------0--------------","4","43","16","2000010020"
"133","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE0) | ~locked_epoch2(NODE1) | NODE0 = NODE1","6","-1----------1------1------------------","4","40","6","1010100020"
"134","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE0) | ~locked_epoch3(NODE1) | NODE0 = NODE1","6","-1----------1--------1----------------","4","40","6","1010100020"
"135","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE0) | ~locked_epoch4(NODE1) | NODE0 = NODE1","6","-1----------1----------1--------------","4","40","6","1010100020"
"136","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE0) | ep_epoch0(NODE1) | NODE0 = NODE1","6","-1----0-----1-------------------------","4","42","2","1110000020"
"137","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1-----------1-----0------------------","4","39","4","1010010020"
"138","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1-----------------0-1----------------","4","38","16","1000110020"
"139","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1-----------------0---1--------------","4","38","16","1000110020"
"140","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","-1-------------------0-1--------------","4","38","16","1000110020"
"141","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch5(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1-----------------0-----1------------","4","38","16","1000110020"
"142","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch5(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","-1-------------------0---1------------","4","38","16","1000110020"
"143","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch5(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","6","-1---------------------0-1------------","4","38","16","1000110020"
"144","forall NODE1,NODE2,NODE0. ~ep_epoch1(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch0(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-1----0-----------------------1-------","7","182","11","1100001030"
"145","forall NODE1,NODE2,NODE0. ~ep_epoch1(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-1------0-----------------------1-----","7","182","11","1100001030"
"146","forall NODE1,NODE2,NODE0. ~ep_epoch1(NODE0) | ~transfer_epoch3(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-1-----------------0------------1-----","7","180","16","1000011030"
"147","forall NODE1,NODE2,NODE0. ~ep_epoch1(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch3(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-1-------0------------------------1---","7","182","11","1100001030"
"148","forall NODE1,NODE2,NODE0. ~ep_epoch1(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-1-----------------0--------------1---","7","180","16","1000011030"
"149","forall NODE1,NODE2,NODE0. ~ep_epoch1(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch3(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-1-------------------0------------1---","7","180","16","1000011030"
"150","forall NODE1,NODE2,NODE0. ~ep_epoch1(NODE0) | ~transfer_epoch5(NODE1) | ep_epoch4(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1--------0-------------------------1-","7","182","11","1100001030"
"151","forall NODE1,NODE2,NODE0. ~ep_epoch1(NODE0) | ~transfer_epoch5(NODE1) | locked_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1-----------------0----------------1-","7","180","16","1000011030"
"152","forall NODE1,NODE2,NODE0. ~ep_epoch1(NODE0) | ~transfer_epoch5(NODE1) | locked_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1-------------------0--------------1-","7","180","16","1000011030"
"153","forall NODE1,NODE2,NODE0. ~ep_epoch1(NODE0) | ~transfer_epoch5(NODE1) | locked_epoch4(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1---------------------0------------1-","7","180","16","1000011030"
"154","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1----0------------0------------------","4","41","3","1100010020"
"155","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~ep_epoch3(NODE1) | ~held(NODE0) | NODE0 = NODE1","6","--1------1--1-------------------------","4","44","6","2010000020"
"156","forall NODE1,NODE2,NODE0. ~ep_epoch2(NODE0) | ~ep_epoch3(NODE1) | ~transfer_epoch5(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","--1------1--------------------------1-","7","187","10","2000001030"
