"Orbit","pattern","SQI","qcost","Bit String","# literals","Group","Group Size","Sig","Number sig","Literal sig","ep","held","locked","transfer","#ep=1","#ep=0","#held=1","#held=0","#locked=1","#locked=0","#transfer=1","#transfer=0","#forall","#exists"
"24","2","forall NODE0. ~ep_epoch2(NODE0) | ~locked_epoch3(NODE0)","3","--1---------------1-------------","2","10","9","1000100010","1000100010","e1l1","--1-------","--","------1---","----------","1","0","0","0","1","0","0","0","1","0"
"25","2","forall NODE0. ~ep_epoch2(NODE0) | ~locked_epoch4(NODE0)","3","--1-----------------1-----------","2","10","9","1000100010","1000100010","e1l1","--1-------","--","--------1-","----------","1","0","0","0","1","0","0","0","1","0"
"26","2","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~transfer_epoch2(NODE1)","4","--1-----------------------1-----","2","22","6","1000001020","1000001020","e1t1","--1-------","--","----------","----1-----","1","0","0","0","0","0","1","0","2","0"
"27","2","forall NODE0. ~ep_epoch2(NODE0) | locked_epoch2(NODE0)","3","--1-------------0---------------","2","9","3","1000010010","1000010010","e1l0","--1-------","--","----0-----","----------","1","0","0","0","0","1","0","0","1","0"
"28","1","exists NODE0. ~ep_epoch3(NODE0)","2","---1----1-----------------------","1","5","5","e1","2000000001","e1","---1----1-","--","----------","----------","2","0","0","0","0","0","0","0","0","1"
"29","2","forall NODE0. ~ep_epoch3(NODE0) | ~ep_epoch4(NODE0)","3","---11---------------------------","2","13","10","2000000010","2000000010","e1","---11-----","--","----------","----------","2","0","0","0","0","0","0","0","1","0"
"30","2","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch3(NODE1) | NODE0 = NODE1","5","---1---------------1------------","3","38","3","1000100020","1000100020","e1l1","---1------","--","-------1--","----------","1","0","0","0","1","0","0","0","2","0"
"31","2","forall NODE0. ~ep_epoch3(NODE0) | ~locked_epoch4(NODE0)","3","---1----------------1-----------","2","10","9","1000100010","1000100010","e1l1","---1------","--","--------1-","----------","1","0","0","0","1","0","0","0","1","0"
"32","2","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~transfer_epoch2(NODE1)","4","---1----------------------1-----","2","22","6","1000001020","1000001020","e1t1","---1------","--","----------","----1-----","1","0","0","0","0","0","1","0","2","0"
"33","2","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~transfer_epoch3(NODE1)","4","---1------------------------1---","2","22","6","1000001020","1000001020","e1t1","---1------","--","----------","------1---","1","0","0","0","0","0","1","0","2","0"
"34","2","forall NODE0. ~ep_epoch3(NODE0) | locked_epoch3(NODE0)","3","---1--------------0-------------","2","9","3","1000010010","1000010010","e1l0","---1------","--","------0---","----------","1","0","0","0","0","1","0","0","1","0"
"35","1","exists NODE0. ~ep_epoch4(NODE0)","2","----1----1----------------------","1","5","5","e1","2000000001","e1","----1----1","--","----------","----------","2","0","0","0","0","0","0","0","0","1"
"36","2","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~held(NODE1) | NODE0 = NODE1","5","----1------1--------------------","3","39","1","1010000020","1010000020","e1h1","----1-----","-1","----------","----------","1","0","1","0","0","0","0","0","2","0"
"37","2","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~locked_epoch4(NODE1) | NODE0 = NODE1","5","----1----------------1----------","3","38","3","1000100020","1000100020","e1l1","----1-----","--","---------1","----------","1","0","0","0","1","0","0","0","2","0"
"38","2","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~transfer_epoch2(NODE1)","4","----1---------------------1-----","2","22","6","1000001020","1000001020","e1t1","----1-----","--","----------","----1-----","1","0","0","0","0","0","1","0","2","0"
"39","2","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~transfer_epoch3(NODE1)","4","----1-----------------------1---","2","22","6","1000001020","1000001020","e1t1","----1-----","--","----------","------1---","1","0","0","0","0","0","1","0","2","0"
"40","2","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~transfer_epoch4(NODE1)","4","----1-------------------------1-","2","22","6","1000001020","1000001020","e1t1","----1-----","--","----------","--------1-","1","0","0","0","0","0","1","0","2","0"
"41","2","forall NODE0. ~ep_epoch4(NODE0) | held(NODE0)","3","----1-----0---------------------","2","11","1","1001000010","1001000010","e1h0","----1-----","0-","----------","----------","1","0","0","1","0","0","0","0","1","0"
"42","2","forall NODE0. ~ep_epoch4(NODE0) | locked_epoch4(NODE0)","3","----1---------------0-----------","2","9","3","1000010010","1000010010","e1l0","----1-----","--","--------0-","----------","1","0","0","0","0","1","0","0","1","0"
"43","1","exists NODE0. ~held(NODE0)","2","----------11--------------------","1","4","1","h1","0020000001","h1","----------","11","----------","----------","0","0","2","0","0","0","0","0","0","1"
"44","2","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch4(NODE1) | NODE0 = NODE1","5","----------1----------1----------","3","25","1","0010100020","0010100020","h1l1","----------","1-","---------1","----------","0","0","1","0","1","0","0","0","2","0"
"45","2","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch2(NODE1)","4","----------1---------------1-----","2","17","3","0010001020","0010001020","h1t1","----------","1-","----------","----1-----","0","0","1","0","0","0","1","0","2","0"
"46","2","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch3(NODE1)","4","----------1-----------------1---","2","17","3","0010001020","0010001020","h1t1","----------","1-","----------","------1---","0","0","1","0","0","0","1","0","2","0"
"47","2","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch4(NODE1)","4","----------1-------------------1-","2","17","3","0010001020","0010001020","h1t1","----------","1-","----------","--------1-","0","0","1","0","0","0","1","0","2","0"
"48","1","exists NODE0. ~locked_epoch2(NODE0)","2","----------------11--------------","1","3","3","l1","0000200001","l1","----------","--","----11----","----------","0","0","0","0","2","0","0","0","0","1"
"49","2","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ~transfer_epoch2(NODE1)","4","----------------1---------1-----","2","15","6","0000101020","0000101020","l1t1","----------","--","----1-----","----1-----","0","0","0","0","1","0","1","0","2","0"
"50","1","exists NODE0. ~locked_epoch3(NODE0)","2","------------------11------------","1","3","3","l1","0000200001","l1","----------","--","------11--","----------","0","0","0","0","2","0","0","0","0","1"
"51","2","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch2(NODE1)","4","------------------1-------1-----","2","15","6","0000101020","0000101020","l1t1","----------","--","------1---","----1-----","0","0","0","0","1","0","1","0","2","0"
"52","2","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch3(NODE1)","4","------------------1---------1---","2","15","6","0000101020","0000101020","l1t1","----------","--","------1---","------1---","0","0","0","0","1","0","1","0","2","0"
"53","1","exists NODE0. ~locked_epoch4(NODE0)","2","--------------------11----------","1","3","3","l1","0000200001","l1","----------","--","--------11","----------","0","0","0","0","2","0","0","0","0","1"
"54","2","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ~transfer_epoch2(NODE1)","4","--------------------1-----1-----","2","15","6","0000101020","0000101020","l1t1","----------","--","--------1-","----1-----","0","0","0","0","1","0","1","0","2","0"
"55","2","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ~transfer_epoch3(NODE1)","4","--------------------1-------1---","2","15","6","0000101020","0000101020","l1t1","----------","--","--------1-","------1---","0","0","0","0","1","0","1","0","2","0"
"56","2","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ~transfer_epoch4(NODE1)","4","--------------------1---------1-","2","15","6","0000101020","0000101020","l1t1","----------","--","--------1-","--------1-","0","0","0","0","1","0","1","0","2","0"
"57","2","forall NODE0. ~locked_epoch4(NODE0) | ep_epoch4(NODE0)","3","----0---------------1-----------","2","7","1","0100100010","0100100010","e0l1","----0-----","--","--------1-","----------","0","1","0","0","1","0","0","0","1","0"
"58","2","forall NODE0. ~locked_epoch4(NODE0) | held(NODE0)","3","----------0---------1-----------","2","6","1","0001100010","0001100010","h0l1","----------","0-","--------1-","----------","0","0","0","1","1","0","0","0","1","0"
"59","1","exists NODE0. ~transfer_epoch2(NODE0)","2","--------------------------11----","1","1","3","t1","0000002001","t1","----------","--","----------","----11----","0","0","0","0","0","0","2","0","0","1"
"60","2","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ~transfer_epoch3(NODE1)","4","--------------------------1-1---","2","14","3","0000002020","0000002020","t1","----------","--","----------","----1-1---","0","0","0","0","0","0","2","0","2","0"
"61","2","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ~transfer_epoch4(NODE1)","4","--------------------------1---1-","2","14","3","0000002020","0000002020","t1","----------","--","----------","----1---1-","0","0","0","0","0","0","2","0","2","0"
"62","1","exists NODE0. ~transfer_epoch3(NODE0)","2","----------------------------11--","1","1","3","t1","0000002001","t1","----------","--","----------","------11--","0","0","0","0","0","0","2","0","0","1"
"63","2","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ~transfer_epoch4(NODE1)","4","----------------------------1-1-","2","14","3","0000002020","0000002020","t1","----------","--","----------","------1-1-","0","0","0","0","0","0","2","0","2","0"
"64","1","exists NODE0. ~transfer_epoch4(NODE0)","2","------------------------------11","1","1","3","t1","0000002001","t1","----------","--","----------","--------11","0","0","0","0","0","0","2","0","0","1"
"65","3","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | ~transfer_epoch3(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1-----1---------------------1---","7","181","4","2000001030","2000001030","e1t1","1-----1---","--","----------","------1---","2","0","0","0","0","0","1","0","3","0"
"66","3","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | ~transfer_epoch4(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","1-----1-----------------------1-","7","181","4","2000001030","2000001030","e1t1","1-----1---","--","----------","--------1-","2","0","0","0","0","0","1","0","3","0"
"67","3","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch2(NODE1) | ~transfer_epoch4(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1------1----------------------1-","7","181","4","2000001030","2000001030","e1t1","1------1--","--","----------","--------1-","2","0","0","0","0","0","1","0","3","0"
"68","3","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1-------1--------0--------------","4","69","7","2000010020","2000010020","e1l0","1-------1-","--","-----0----","----------","2","0","0","0","0","1","0","0","2","0"
"69","3","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1--------1-------0--------------","4","69","7","2000010020","2000010020","e1l0","1--------1","--","-----0----","----------","2","0","0","0","0","1","0","0","2","0"
"70","3","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1--------1---------0------------","4","69","7","2000010020","2000010020","e1l0","1--------1","--","-------0--","----------","2","0","0","0","0","1","0","0","2","0"
"71","3","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1----------------0-1------------","4","63","7","1000110020","1000110020","e1l1l0","1---------","--","-----0-1--","----------","1","0","0","0","1","1","0","0","2","0"
"72","3","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1----------------0---1----------","4","63","7","1000110020","1000110020","e1l1l0","1---------","--","-----0---1","----------","1","0","0","0","1","1","0","0","2","0"
"73","3","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1------------------0-1----------","4","63","7","1000110020","1000110020","e1l1l0","1---------","--","-------0-1","----------","1","0","0","0","1","1","0","0","2","0"
"74","3","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch1(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1-----0-------------------1-----","7","176","7","1100001030","1100001030","e1e0t1","1-----0---","--","----------","----1-----","1","1","0","0","0","0","1","0","3","0"
"75","3","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1------0--------------------1---","7","176","7","1100001030","1100001030","e1e0t1","1------0--","--","----------","------1---","1","1","0","0","0","0","1","0","3","0"
"76","3","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch3(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1----------------0----------1---","7","172","7","1000011030","1000011030","e1l0t1","1---------","--","-----0----","------1---","1","0","0","0","0","1","1","0","3","0"
"77","3","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch3(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1-------0---------------------1-","7","176","7","1100001030","1100001030","e1e0t1","1-------0-","--","----------","--------1-","1","1","0","0","0","0","1","0","3","0"
"78","3","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1----------------0------------1-","7","172","7","1000011030","1000011030","e1l0t1","1---------","--","-----0----","--------1-","1","0","0","0","0","1","1","0","3","0"
"79","3","forall NODE1,NODE2,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch3(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1------------------0----------1-","7","172","7","1000011030","1000011030","e1l0t1","1---------","--","-------0--","--------1-","1","0","0","0","0","1","1","0","3","0"
"80","3","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1-----0----------0--------------","4","66","3","1100010020","1100010020","e1e0l0","1-----0---","--","-----0----","----------","1","1","0","0","0","1","0","0","2","0"
"81","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch2(NODE1) | ~held(NODE0) | NODE0 = NODE1","6","-1-----1--1---------------------","4","70","3","2010000020","2010000020","e1h1","-1-----1--","1-","----------","----------","2","0","1","0","0","0","0","0","2","0"
"82","3","forall NODE1,NODE2,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch2(NODE1) | ~transfer_epoch4(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-1-----1----------------------1-","7","181","4","2000001030","2000001030","e1t1","-1-----1--","--","----------","--------1-","2","0","0","0","0","0","1","0","3","0"
"83","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch3(NODE1) | ~held(NODE0) | NODE0 = NODE1","6","-1------1-1---------------------","4","70","3","2010000020","2010000020","e1h1","-1------1-","1-","----------","----------","2","0","1","0","0","0","0","0","2","0"
"84","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1------1--------0--------------","4","69","7","2000010020","2000010020","e1l0","-1------1-","--","-----0----","----------","2","0","0","0","0","1","0","0","2","0"
"85","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1-------1-------0--------------","4","69","7","2000010020","2000010020","e1l0","-1-------1","--","-----0----","----------","2","0","0","0","0","1","0","0","2","0"
"86","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","-1-------1---------0------------","4","69","7","2000010020","2000010020","e1l0","-1-------1","--","-------0--","----------","2","0","0","0","0","1","0","0","2","0"
"87","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE0) | ~locked_epoch2(NODE1) | NODE0 = NODE1","6","-1--------1------1--------------","4","65","3","1010100020","1010100020","e1h1l1","-1--------","1-","-----1----","----------","1","0","1","0","1","0","0","0","2","0"
"88","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE0) | ~locked_epoch3(NODE1) | NODE0 = NODE1","6","-1--------1--------1------------","4","65","3","1010100020","1010100020","e1h1l1","-1--------","1-","-------1--","----------","1","0","1","0","1","0","0","0","2","0"
"89","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE0) | ep_epoch0(NODE1) | NODE0 = NODE1","6","-1---0----1---------------------","4","68","2","1110000020","1110000020","e1e0h1","-1---0----","1-","----------","----------","1","1","1","0","0","0","0","0","2","0"
"90","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1---------1-----0--------------","4","64","3","1010010020","1010010020","e1h1l0","-1--------","-1","-----0----","----------","1","0","1","0","0","1","0","0","2","0"
"91","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1---------------0-1------------","4","63","7","1000110020","1000110020","e1l1l0","-1--------","--","-----0-1--","----------","1","0","0","0","1","1","0","0","2","0"
"92","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1---------------0---1----------","4","63","7","1000110020","1000110020","e1l1l0","-1--------","--","-----0---1","----------","1","0","0","0","1","1","0","0","2","0"
"93","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","-1-----------------0-1----------","4","63","7","1000110020","1000110020","e1l1l0","-1--------","--","-------0-1","----------","1","0","0","0","1","1","0","0","2","0"
"94","3","forall NODE1,NODE2,NODE0. ~ep_epoch1(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch0(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1---0--------------------1-----","7","176","7","1100001030","1100001030","e1e0t1","-1---0----","--","----------","----1-----","1","1","0","0","0","0","1","0","3","0"
"95","3","forall NODE1,NODE2,NODE0. ~ep_epoch1(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1-----0--------------------1---","7","176","7","1100001030","1100001030","e1e0t1","-1-----0--","--","----------","------1---","1","1","0","0","0","0","1","0","3","0"
"96","3","forall NODE1,NODE2,NODE0. ~ep_epoch1(NODE0) | ~transfer_epoch3(NODE1) | locked_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1---------------0----------1---","7","172","7","1000011030","1000011030","e1l0t1","-1--------","--","-----0----","------1---","1","0","0","0","0","1","1","0","3","0"
"97","3","forall NODE1,NODE2,NODE0. ~ep_epoch1(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch3(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-1------0---------------------1-","7","176","7","1100001030","1100001030","e1e0t1","-1------0-","--","----------","--------1-","1","1","0","0","0","0","1","0","3","0"
"98","3","forall NODE1,NODE2,NODE0. ~ep_epoch1(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-1---------------0------------1-","7","172","7","1000011030","1000011030","e1l0t1","-1--------","--","-----0----","--------1-","1","0","0","0","0","1","1","0","3","0"
"99","3","forall NODE1,NODE2,NODE0. ~ep_epoch1(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch3(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-1-----------------0----------1-","7","172","7","1000011030","1000011030","e1l0t1","-1--------","--","-------0--","--------1-","1","0","0","0","0","1","1","0","3","0"
"100","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1---0-----------0--------------","4","66","3","1100010020","1100010020","e1e0l0","-1---0----","--","-----0----","----------","1","1","0","0","0","1","0","0","2","0"
"101","3","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~ep_epoch3(NODE1) | ~held(NODE0) | NODE0 = NODE1","6","--1-----1-1---------------------","4","70","3","2010000020","2010000020","e1h1","--1-----1-","1-","----------","----------","2","0","1","0","0","0","0","0","2","0"
"102","3","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~ep_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","--1------1---------0------------","4","69","7","2000010020","2000010020","e1l0","--1------1","--","-------0--","----------","2","0","0","0","0","1","0","0","2","0"
"103","3","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~held(NODE0) | ~locked_epoch3(NODE1) | NODE0 = NODE1","6","--1-------1--------1------------","4","65","3","1010100020","1010100020","e1h1l1","--1-------","1-","-------1--","----------","1","0","1","0","1","0","0","0","2","0"
"104","3","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~held(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","--1--------1-------0------------","4","64","3","1010010020","1010010020","e1h1l0","--1-------","-1","-------0--","----------","1","0","1","0","0","1","0","0","2","0"
