"Orbit","pattern","SQI","qcost","Bit String","# literals","Group","Group Size","Sig","Number sig","Literal sig","ep","held","locked","transfer","#ep=1","#ep=0","#held=1","#held=0","#locked=1","#locked=0","#transfer=1","#transfer=0","#forall","#exists"
"25","1","exists NODE0. ~transfer_epoch2(NODE0)","2","------------------11","1","1","1","t1","0000002001","t1","------","--","------","----11","0","0","0","0","0","0","2","0","0","1"
"26","3","forall NODE0,NODE2,NODE1. ~ep_epoch0(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch1(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1---0-------------1-","7","45","2","1100001030","1100001030","e1e0t1","1---0-","--","------","----1-","1","1","0","0","0","0","1","0","3","0"
"27","3","forall NODE0,NODE1. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","6","1---00--------------","4","36","3","1200000020","1200000020","e1e0","1---00","--","------","------","1","2","0","0","0","0","0","0","2","0"
"28","3","forall NODE0,NODE1. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | held(NODE1) | NODE0 = NODE1","6","1---0--0------------","4","34","2","1101000020","1101000020","e1e0h0","1---0-","-0","------","------","1","1","0","1","0","0","0","0","2","0"
"29","3","forall NODE0,NODE1. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1---0--------0------","4","33","2","1100010020","1100010020","e1e0l0","1---0-","--","-----0","------","1","1","0","0","0","1","0","0","2","0"
"30","3","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~held(NODE0) | ep_epoch0(NODE1) | NODE0 = NODE1","6","-1-0--1-------------","4","35","2","1110000020","1110000020","e1e0h1","-1-0--","1-","------","------","1","1","1","0","0","0","0","0","2","0"
"31","3","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~held(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","6","-1---0-1------------","4","35","2","1110000020","1110000020","e1e0h1","-1---0","-1","------","------","1","1","1","0","0","0","0","0","2","0"
"32","3","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~held(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1-----1-----0------","4","32","1","1010010020","1010010020","e1h1l0","-1----","-1","-----0","------","1","0","1","0","0","1","0","0","2","0"
"33","3","forall NODE0,NODE2,NODE1. ~ep_epoch1(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch0(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-1-0--------------1-","7","45","2","1100001030","1100001030","e1e0t1","-1-0--","--","------","----1-","1","1","0","0","0","0","1","0","3","0"
"34","3","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","6","-1-0-0--------------","4","36","3","1200000020","1200000020","e1e0","-1-0-0","--","------","------","1","2","0","0","0","0","0","0","2","0"
"35","3","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | held(NODE1) | NODE0 = NODE1","6","-1-0---0------------","4","34","2","1101000020","1101000020","e1e0h0","-1-0--","-0","------","------","1","1","0","1","0","0","0","0","2","0"
"36","3","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1-0---------0------","4","33","2","1100010020","1100010020","e1e0l0","-1-0--","--","-----0","------","1","1","0","0","0","1","0","0","2","0"
"37","3","forall NODE0,NODE1. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","6","--100---------------","4","36","3","1200000020","1200000020","e1e0","--100-","--","------","------","1","2","0","0","0","0","0","0","2","0"
"38","3","forall NODE0,NODE1. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","6","---00-1-------------","4","31","2","0210000020","0210000020","e0h1","---00-","1-","------","------","0","2","1","0","0","0","0","0","2","0"
"39","3","forall NODE0,NODE1. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | NODE0 = NODE1","6","--00--1-------------","4","31","2","0210000020","0210000020","e0h1","--00--","1-","------","------","0","2","1","0","0","0","0","0","2","0"
"40","3","forall NODE0,NODE1. ~held(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","6","---0--1-----0-------","4","28","1","0110010020","0110010020","e0h1l0","---0--","1-","----0-","------","0","1","1","0","0","1","0","0","2","0"
"41","3","forall NODE0. ~held(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0)","4","-00---1-------------","3","22","1","0210000010","0210000010","e0h1","-00---","1-","------","------","0","2","1","0","0","0","0","0","1","0"
"42","3","forall NODE0. ~held(NODE0) | ep_epoch1(NODE0) | locked_epoch2(NODE0)","4","-0----1-----0-------","3","19","1","0110010010","0110010010","e0h1l0","-0----","1-","----0-","------","0","1","1","0","0","1","0","0","1","0"
"43","3","forall NODE0,NODE1. ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","6","---00-------1-------","4","30","1","0200100020","0200100020","e0l1","---00-","--","----1-","------","0","2","0","0","1","0","0","0","2","0"
"44","3","forall NODE0,NODE1. ~transfer_epoch2(NODE0) | ep_epoch0(NODE0) | ep_epoch0(NODE1) | NODE0 = NODE1","6","0--0--------------1-","4","29","3","0200001020","0200001020","e0t1","0--0--","--","------","----1-","0","2","0","0","0","0","1","0","2","0"
"45","3","forall NODE0,NODE1. ~transfer_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1)","5","00----------------1-","3","29","3","0200001020","0200001020","e0t1","00----","--","------","----1-","0","2","0","0","0","0","1","0","2","0"
"46","3","forall NODE0,NODE1. ~transfer_epoch2(NODE0) | ep_epoch1(NODE0) | ep_epoch1(NODE1) | NODE0 = NODE1","6","-0--0-------------1-","4","29","3","0200001020","0200001020","e0t1","-0--0-","--","------","----1-","0","2","0","0","0","0","1","0","2","0"
"47","3","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0)","4","000-----------------","3","23","1","0300000010","0300000010","e0","000---","--","------","------","0","3","0","0","0","0","0","0","1","0"
"48","3","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | held(NODE0)","4","00----0-------------","3","21","1","0201000010","0201000010","e0h0","00----","0-","------","------","0","2","0","1","0","0","0","0","1","0"
"49","3","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | locked_epoch2(NODE0)","4","00----------0-------","3","20","1","0200010010","0200010010","e0l0","00----","--","----0-","------","0","2","0","0","0","1","0","0","1","0"
"50","4","forall NODE0,NODE1. ~ep_epoch0(NODE0) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","7","1------0----------00","5","40","1","1001000220","1001000220","e1h0t0","1-----","-0","------","----00","1","0","0","1","0","0","0","2","2","0"
"51","1","exists NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0)","3","00-00---------------","2","11","3","e0","0400000001","e0","00-00-","--","------","------","0","4","0","0","0","0","0","0","0","1"
"52","1","exists NODE0. ep_epoch0(NODE0) | ep_epoch2(NODE0)","3","0-00-0--------------","2","11","3","e0","0400000001","e0","0-00-0","--","------","------","0","4","0","0","0","0","0","0","0","1"
"53","4","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | held(NODE0) | NODE0 = NODE1","7","0-00---0------------","5","39","2","0301000020","0301000020","e0h0","0-00--","-0","------","------","0","3","0","1","0","0","0","0","2","0"
"54","4","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","7","0-00---------0------","5","38","2","0300010020","0300010020","e0l0","0-00--","--","-----0","------","0","3","0","0","0","1","0","0","2","0"
"55","2","exists NODE0. ep_epoch0(NODE0) | held(NODE0)","3","0--0--00------------","2","10","2","e0h0","0202000001","e0h0","0--0--","00","------","------","0","2","0","2","0","0","0","0","0","1"
"56","4","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch0(NODE1) | held(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","7","0--0--0------0------","5","37","2","0201010020","0201010020","e0h0l0","0--0--","0-","-----0","------","0","2","0","1","0","1","0","0","2","0"
"57","2","exists NODE0. ep_epoch0(NODE0) | locked_epoch2(NODE0)","3","0--0--------00------","2","9","2","e0l0","0200020001","e0l0","0--0--","--","----00","------","0","2","0","0","0","2","0","0","0","1"
"58","1","exists NODE0. ep_epoch1(NODE0) | ep_epoch2(NODE0)","3","-00-00--------------","2","11","3","e0","0400000001","e0","-00-00","--","------","------","0","4","0","0","0","0","0","0","0","1"
"59","4","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | held(NODE1) | NODE0 = NODE1","7","-00-0--0------------","5","39","2","0301000020","0301000020","e0h0","-00-0-","-0","------","------","0","3","0","1","0","0","0","0","2","0"
"60","4","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","7","-00-0--------0------","5","38","2","0300010020","0300010020","e0l0","-00-0-","--","-----0","------","0","3","0","0","0","1","0","0","2","0"
"61","2","exists NODE0. ep_epoch1(NODE0) | held(NODE0)","3","-0--0-00------------","2","10","2","e0h0","0202000001","e0h0","-0--0-","00","------","------","0","2","0","2","0","0","0","0","0","1"
"62","4","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch1(NODE1) | held(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","7","-0--0-0------0------","5","37","2","0201010020","0201010020","e0h0l0","-0--0-","0-","-----0","------","0","2","0","1","0","1","0","0","2","0"
"63","2","exists NODE0. ep_epoch1(NODE0) | locked_epoch2(NODE0)","3","-0--0-------00------","2","9","2","e0l0","0200020001","e0l0","-0--0-","--","----00","------","0","2","0","0","0","2","0","0","0","1"
"64","2","exists NODE0. held(NODE0) | transfer_epoch2(NODE0)","3","------00----------00","2","7","1","h0t0","0002000201","h0t0","------","00","------","----00","0","0","0","2","0","0","0","2","0","1"
"65","5","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ep_epoch2(NODE1) | held(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","-1---00-----------00","6","44","1","1101000220","1101000220","e1e0h0t0","-1---0","0-","------","----00","1","1","0","1","0","0","0","2","2","0"
"66","5","forall NODE0,NODE1. ~ep_epoch1(NODE0) | held(NODE0) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","-1----0------0----00","6","43","1","1001010220","1001010220","e1h0l0t0","-1----","0-","-----0","----00","1","0","0","1","0","1","0","2","2","0"
"67","5","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch2(NODE1) | held(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","0----00-----------00","6","42","2","0201000220","0201000220","e0h0t0","0----0","0-","------","----00","0","2","0","1","0","0","0","2","2","0"
"68","5","forall NODE0,NODE1. ep_epoch0(NODE0) | held(NODE0) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","0-----0------0----00","6","41","2","0101010220","0101010220","e0h0l0t0","0-----","0-","-----0","----00","0","1","0","1","0","1","0","2","2","0"
"69","5","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch2(NODE0) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","-00----0----------00","6","42","2","0201000220","0201000220","e0h0t0","-00---","-0","------","----00","0","2","0","1","0","0","0","2","2","0"
"70","5","forall NODE0,NODE1. ep_epoch1(NODE0) | held(NODE1) | locked_epoch2(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","-0-----0----0-----00","6","41","2","0101010220","0101010220","e0h0l0t0","-0----","-0","----0-","----00","0","1","0","1","0","1","0","2","2","0"
