"Orbit","SQI","qcost","Bit String","# literals","Group","Group Size","Sig"
"28","forall NODE0,NODE1. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | held(NODE1) | NODE0 = NODE1","6","1---0--0------------","4","12","2","1101000020"
"29","forall NODE0,NODE1. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1---0--------0------","4","11","2","1100010020"
"30","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~held(NODE0) | ep_epoch0(NODE1) | NODE0 = NODE1","6","-1-0--1-------------","4","13","2","1110000020"
"31","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~held(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","6","-1---0-1------------","4","13","2","1110000020"
"32","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~held(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1-----1-----0------","4","0","26","1010010020"
"33","forall NODE2,NODE0,NODE1. ~ep_epoch1(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch0(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1-0--------------1-","7","20","2","1100001030"
"34","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","6","-1-0-0--------------","4","14","3","1200000020"
"35","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | held(NODE1) | NODE0 = NODE1","6","-1-0---0------------","4","12","2","1101000020"
"36","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1-0---------0------","4","11","2","1100010020"
"37","forall NODE0,NODE1. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","6","--100---------------","4","14","3","1200000020"
"38","forall NODE0,NODE1. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","6","---00-1-------------","4","10","2","0210000020"
"39","forall NODE0,NODE1. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | NODE0 = NODE1","6","--00--1-------------","4","10","2","0210000020"
"40","forall NODE0,NODE1. ~held(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","6","---0--1-----0-------","4","0","26","0110010020"
"41","forall NODE0. ~held(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0)","4","-00---1-------------","3","0","26","0210000010"
"42","forall NODE0. ~held(NODE0) | ep_epoch1(NODE0) | locked_epoch2(NODE0)","4","-0----1-----0-------","3","0","26","0110010010"
"43","forall NODE0,NODE1. ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","6","---00-------1-------","4","0","26","0200100020"
"44","forall NODE0,NODE1. ~transfer_epoch2(NODE0) | ep_epoch0(NODE0) | ep_epoch0(NODE1) | NODE0 = NODE1","6","0--0--------------1-","4","9","3","0200001020"
"45","forall NODE0,NODE1. ~transfer_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1)","5","00----------------1-","3","9","3","0200001020"
"46","forall NODE0,NODE1. ~transfer_epoch2(NODE0) | ep_epoch1(NODE0) | ep_epoch1(NODE1) | NODE0 = NODE1","6","-0--0-------------1-","4","9","3","0200001020"
"47","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0)","4","000-----------------","3","0","26","0300000010"
"48","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | held(NODE0)","4","00----0-------------","3","0","26","0201000010"
"49","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | locked_epoch2(NODE0)","4","00----------0-------","3","0","26","0200010010"
"50","forall NODE0,NODE1. ~ep_epoch0(NODE0) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","7","1------0----------00","5","0","26","1001000220"
"51","exists NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0)","3","00-00---------------","2","6","3","0400000001"
"52","exists NODE0. ep_epoch0(NODE0) | ep_epoch2(NODE0)","3","0-00-0--------------","2","6","3","0400000001"
"53","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | held(NODE1) | NODE0 = NODE1","7","0-00---0------------","5","17","2","0301000020"
"54","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","7","0-00---------0------","5","16","2","0300010020"
"55","exists NODE0. ep_epoch0(NODE0) | held(NODE0)","3","0--0--00------------","2","5","2","0202000001"
"56","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch0(NODE1) | held(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","7","0--0--0------0------","5","15","2","0201010020"
"57","exists NODE0. ep_epoch0(NODE0) | locked_epoch2(NODE0)","3","0--0--------00------","2","4","2","0200020001"
"58","exists NODE0. ep_epoch1(NODE0) | ep_epoch2(NODE0)","3","-00-00--------------","2","6","3","0400000001"
"59","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | held(NODE0) | NODE0 = NODE1","7","-00-0--0------------","5","17","2","0301000020"
"60","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","7","-00-0--------0------","5","16","2","0300010020"
"61","exists NODE0. ep_epoch1(NODE0) | held(NODE0)","3","-0--0-00------------","2","5","2","0202000001"
"62","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch1(NODE1) | held(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","7","-0--0-0------0------","5","15","2","0201010020"
"63","exists NODE0. ep_epoch1(NODE0) | locked_epoch2(NODE0)","3","-0--0-------00------","2","4","2","0200020001"
"64","exists NODE0. held(NODE0) | transfer_epoch2(NODE0)","3","------00----------00","2","0","26","0002000201"
"65","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ep_epoch2(NODE1) | held(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","-1---00-----------00","6","0","26","1101000220"
"66","forall NODE0,NODE1. ~ep_epoch1(NODE0) | held(NODE0) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","-1----0------0----00","6","0","26","1001010220"
"67","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch2(NODE1) | held(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","0----00-----------00","6","19","2","0201000220"
"68","forall NODE0,NODE1. ep_epoch0(NODE0) | held(NODE0) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","0-----0------0----00","6","18","2","0101010220"
"69","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch2(NODE0) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","-00----0----------00","6","19","2","0201000220"
"70","forall NODE0,NODE1. ep_epoch1(NODE0) | held(NODE1) | locked_epoch2(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","-0-----0----0-----00","6","18","2","0101010220"
