"Orbit","pattern","SQI","qcost","Bit String","# literals","Group","Group Type","Group Size","Sig","Number sig","Literal sig","ep","held","locked","transfer","#ep=1","#ep=0","#held=1","#held=0","#locked=1","#locked=0","#transfer=1","#transfer=0","#forall","#exists"
"19","2","forall NODE0. ~ep_epoch1(NODE0) | ~locked_epoch4(NODE0)","3","-1------------------1-----------","2","5","F","9","1000100010","1000100010","e1l1","-1--------","--","--------1-","----------","1","0","0","0","1","0","0","0","1","0"
"20","1","exists NODE0. ~ep_epoch2(NODE0)","2","--1----1------------------------","1","1","E","5","e1","1000000001","e1","--1----1--","--","----------","----------","2","0","0","0","0","0","0","0","0","1"
"21","1","forall NODE0. ~ep_epoch2(NODE0) | ~ep_epoch3(NODE0)","3","--11----------------------------","2","3","F","10","1000000010","1000000010","e1","--11------","--","----------","----------","2","0","0","0","0","0","0","0","1","0"
"22","1","forall NODE0. ~ep_epoch2(NODE0) | ~ep_epoch4(NODE0)","3","--1-1---------------------------","2","3","F","10","1000000010","1000000010","e1","--1-1-----","--","----------","----------","2","0","0","0","0","0","0","0","1","0"
"23","2","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~locked_epoch2(NODE1) | NODE0 = NODE1","5","--1--------------1--------------","3","7","F","3","1000100020","1000100020","e1l1","--1-------","--","-----1----","----------","1","0","0","0","1","0","0","0","2","0"
"24","2","forall NODE0. ~ep_epoch2(NODE0) | ~locked_epoch3(NODE0)","3","--1---------------1-------------","2","5","F","9","1000100010","1000100010","e1l1","--1-------","--","------1---","----------","1","0","0","0","1","0","0","0","1","0"
"25","2","forall NODE0. ~ep_epoch2(NODE0) | ~locked_epoch4(NODE0)","3","--1-----------------1-----------","2","5","F","9","1000100010","1000100010","e1l1","--1-------","--","--------1-","----------","1","0","0","0","1","0","0","0","1","0"
"26","2","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~transfer_epoch2(NODE1)","4","--1-----------------------1-----","2","8","F","6","1000001020","1000001020","e1t1","--1-------","--","----------","----1-----","1","0","0","0","0","0","1","0","2","0"
"27","2","forall NODE0. ~ep_epoch2(NODE0) | locked_epoch2(NODE0)","3","--1-------------0---------------","2","10","F","3","1000010010","1000010010","e1l0","--1-------","--","----0-----","----------","1","0","0","0","0","1","0","0","1","0"
"28","1","exists NODE0. ~ep_epoch3(NODE0)","2","---1----1-----------------------","1","1","E","5","e1","1000000001","e1","---1----1-","--","----------","----------","2","0","0","0","0","0","0","0","0","1"
"29","1","forall NODE0. ~ep_epoch3(NODE0) | ~ep_epoch4(NODE0)","3","---11---------------------------","2","3","F","10","1000000010","1000000010","e1","---11-----","--","----------","----------","2","0","0","0","0","0","0","0","1","0"
"30","2","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch3(NODE1) | NODE0 = NODE1","5","---1---------------1------------","3","7","F","3","1000100020","1000100020","e1l1","---1------","--","-------1--","----------","1","0","0","0","1","0","0","0","2","0"
"31","2","forall NODE0. ~ep_epoch3(NODE0) | ~locked_epoch4(NODE0)","3","---1----------------1-----------","2","5","F","9","1000100010","1000100010","e1l1","---1------","--","--------1-","----------","1","0","0","0","1","0","0","0","1","0"
"32","2","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~transfer_epoch2(NODE1)","4","---1----------------------1-----","2","8","F","6","1000001020","1000001020","e1t1","---1------","--","----------","----1-----","1","0","0","0","0","0","1","0","2","0"
"33","2","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~transfer_epoch3(NODE1)","4","---1------------------------1---","2","8","F","6","1000001020","1000001020","e1t1","---1------","--","----------","------1---","1","0","0","0","0","0","1","0","2","0"
"34","2","forall NODE0. ~ep_epoch3(NODE0) | locked_epoch3(NODE0)","3","---1--------------0-------------","2","10","F","3","1000010010","1000010010","e1l0","---1------","--","------0---","----------","1","0","0","0","0","1","0","0","1","0"
"35","1","exists NODE0. ~ep_epoch4(NODE0)","2","----1----1----------------------","1","1","E","5","e1","1000000001","e1","----1----1","--","----------","----------","2","0","0","0","0","0","0","0","0","1"
"36","2","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~held(NODE1) | NODE0 = NODE1","5","----1------1--------------------","3","6","F","4","1010000020","1010000020","e1h1","----1-----","-1","----------","----------","1","0","1","0","0","0","0","0","2","0"
"37","2","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~locked_epoch4(NODE1) | NODE0 = NODE1","5","----1----------------1----------","3","7","F","3","1000100020","1000100020","e1l1","----1-----","--","---------1","----------","1","0","0","0","1","0","0","0","2","0"
"38","2","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~transfer_epoch2(NODE1)","4","----1---------------------1-----","2","8","F","6","1000001020","1000001020","e1t1","----1-----","--","----------","----1-----","1","0","0","0","0","0","1","0","2","0"
"39","2","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~transfer_epoch3(NODE1)","4","----1-----------------------1---","2","8","F","6","1000001020","1000001020","e1t1","----1-----","--","----------","------1---","1","0","0","0","0","0","1","0","2","0"
"40","2","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~transfer_epoch4(NODE1)","4","----1-------------------------1-","2","8","F","6","1000001020","1000001020","e1t1","----1-----","--","----------","--------1-","1","0","0","0","0","0","1","0","2","0"
"41","2","forall NODE0. ~ep_epoch4(NODE0) | held(NODE0)","3","----1-----0---------------------","2","9","F","1","1001000010","1001000010","e1h0","----1-----","0-","----------","----------","1","0","0","1","0","0","0","0","1","0"
"42","2","forall NODE0. ~ep_epoch4(NODE0) | locked_epoch4(NODE0)","3","----1---------------0-----------","2","10","F","3","1000010010","1000010010","e1l0","----1-----","--","--------0-","----------","1","0","0","0","0","1","0","0","1","0"
"43","1","exists NODE0. ~held(NODE0)","2","----------11--------------------","1","2","E","1","h1","0010000001","h1","----------","11","----------","----------","0","0","2","0","0","0","0","0","0","1"
"44","2","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch4(NODE1) | NODE0 = NODE1","5","----------1----------1----------","3","11","F","1","0010100020","0010100020","h1l1","----------","1-","---------1","----------","0","0","1","0","1","0","0","0","2","0"
"45","2","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch2(NODE1)","4","----------1---------------1-----","2","12","F","3","0010001020","0010001020","h1t1","----------","1-","----------","----1-----","0","0","1","0","0","0","1","0","2","0"
"46","2","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch3(NODE1)","4","----------1-----------------1---","2","12","F","3","0010001020","0010001020","h1t1","----------","1-","----------","------1---","0","0","1","0","0","0","1","0","2","0"
"47","2","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch4(NODE1)","4","----------1-------------------1-","2","12","F","3","0010001020","0010001020","h1t1","----------","1-","----------","--------1-","0","0","1","0","0","0","1","0","2","0"
"48","1","exists NODE0. ~locked_epoch2(NODE0)","2","----------------11--------------","1","3","E","3","l1","0000100001","l1","----------","--","----11----","----------","0","0","0","0","2","0","0","0","0","1"
"49","2","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ~transfer_epoch2(NODE1)","4","----------------1---------1-----","2","13","F","6","0000101020","0000101020","l1t1","----------","--","----1-----","----1-----","0","0","0","0","1","0","1","0","2","0"
"50","1","exists NODE0. ~locked_epoch3(NODE0)","2","------------------11------------","1","3","E","3","l1","0000100001","l1","----------","--","------11--","----------","0","0","0","0","2","0","0","0","0","1"
"51","2","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch2(NODE1)","4","------------------1-------1-----","2","13","F","6","0000101020","0000101020","l1t1","----------","--","------1---","----1-----","0","0","0","0","1","0","1","0","2","0"
"52","2","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch3(NODE1)","4","------------------1---------1---","2","13","F","6","0000101020","0000101020","l1t1","----------","--","------1---","------1---","0","0","0","0","1","0","1","0","2","0"
"53","1","exists NODE0. ~locked_epoch4(NODE0)","2","--------------------11----------","1","3","E","3","l1","0000100001","l1","----------","--","--------11","----------","0","0","0","0","2","0","0","0","0","1"
"54","2","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ~transfer_epoch2(NODE1)","4","--------------------1-----1-----","2","13","F","6","0000101020","0000101020","l1t1","----------","--","--------1-","----1-----","0","0","0","0","1","0","1","0","2","0"
"55","2","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ~transfer_epoch3(NODE1)","4","--------------------1-------1---","2","13","F","6","0000101020","0000101020","l1t1","----------","--","--------1-","------1---","0","0","0","0","1","0","1","0","2","0"
"56","2","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ~transfer_epoch4(NODE1)","4","--------------------1---------1-","2","13","F","6","0000101020","0000101020","l1t1","----------","--","--------1-","--------1-","0","0","0","0","1","0","1","0","2","0"
"57","2","forall NODE0. ~locked_epoch4(NODE0) | ep_epoch4(NODE0)","3","----0---------------1-----------","2","14","F","3","0100100010","0100100010","e0l1","----0-----","--","--------1-","----------","0","1","0","0","1","0","0","0","1","0"
"58","2","forall NODE0. ~locked_epoch4(NODE0) | held(NODE0)","3","----------0---------1-----------","2","15","F","1","0001100010","0001100010","h0l1","----------","0-","--------1-","----------","0","0","0","1","1","0","0","0","1","0"
"59","1","exists NODE0. ~transfer_epoch2(NODE0)","2","--------------------------11----","1","4","E","3","t1","0000001001","t1","----------","--","----------","----11----","0","0","0","0","0","0","2","0","0","1"
"60","1","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ~transfer_epoch3(NODE1)","4","--------------------------1-1---","2","39","F","3","0000001020","0000001020","t1","----------","--","----------","----1-1---","0","0","0","0","0","0","2","0","2","0"
"61","1","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ~transfer_epoch4(NODE1)","4","--------------------------1---1-","2","39","F","3","0000001020","0000001020","t1","----------","--","----------","----1---1-","0","0","0","0","0","0","2","0","2","0"
"62","1","exists NODE0. ~transfer_epoch3(NODE0)","2","----------------------------11--","1","4","E","3","t1","0000001001","t1","----------","--","----------","------11--","0","0","0","0","0","0","2","0","0","1"
"63","1","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ~transfer_epoch4(NODE1)","4","----------------------------1-1-","2","39","F","3","0000001020","0000001020","t1","----------","--","----------","------1-1-","0","0","0","0","0","0","2","0","2","0"
"64","1","exists NODE0. ~transfer_epoch4(NODE0)","2","------------------------------11","1","4","E","3","t1","0000001001","t1","----------","--","----------","--------11","0","0","0","0","0","0","2","0","0","1"
"65","2","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | ~transfer_epoch3(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1-----1---------------------1---","7","40","F","4","1000001030","1000001030","e1t1","1-----1---","--","----------","------1---","2","0","0","0","0","0","1","0","3","0"
"66","2","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | ~transfer_epoch4(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1-----1-----------------------1-","7","40","F","4","1000001030","1000001030","e1t1","1-----1---","--","----------","--------1-","2","0","0","0","0","0","1","0","3","0"
"67","2","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~ep_epoch2(NODE1) | ~transfer_epoch4(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1------1----------------------1-","7","40","F","4","1000001030","1000001030","e1t1","1------1--","--","----------","--------1-","2","0","0","0","0","0","1","0","3","0"
"68","2","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1-------1--------0--------------","4","41","F","10","1000010020","1000010020","e1l0","1-------1-","--","-----0----","----------","2","0","0","0","0","1","0","0","2","0"
"69","2","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1--------1-------0--------------","4","41","F","10","1000010020","1000010020","e1l0","1--------1","--","-----0----","----------","2","0","0","0","0","1","0","0","2","0"
"70","2","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1--------1---------0------------","4","41","F","10","1000010020","1000010020","e1l0","1--------1","--","-------0--","----------","2","0","0","0","0","1","0","0","2","0"
"71","3","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1----------------0-1------------","4","42","F","7","1000110020","1000110020","e1l1l0","1---------","--","-----0-1--","----------","1","0","0","0","1","1","0","0","2","0"
"72","3","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1----------------0---1----------","4","42","F","7","1000110020","1000110020","e1l1l0","1---------","--","-----0---1","----------","1","0","0","0","1","1","0","0","2","0"
"73","3","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1------------------0-1----------","4","42","F","7","1000110020","1000110020","e1l1l0","1---------","--","-------0-1","----------","1","0","0","0","1","1","0","0","2","0"
"74","3","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch1(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1-----0-------------------1-----","7","16","F","9","1100001030","1100001030","e1e0t1","1-----0---","--","----------","----1-----","1","1","0","0","0","0","1","0","3","0"
"75","3","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1------0--------------------1---","7","16","F","9","1100001030","1100001030","e1e0t1","1------0--","--","----------","------1---","1","1","0","0","0","0","1","0","3","0"
"76","3","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~transfer_epoch3(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1----------------0----------1---","7","43","F","7","1000011030","1000011030","e1l0t1","1---------","--","-----0----","------1---","1","0","0","0","0","1","1","0","3","0"
"77","3","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch3(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1-------0---------------------1-","7","16","F","9","1100001030","1100001030","e1e0t1","1-------0-","--","----------","--------1-","1","1","0","0","0","0","1","0","3","0"
"78","3","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1----------------0------------1-","7","43","F","7","1000011030","1000011030","e1l0t1","1---------","--","-----0----","--------1-","1","0","0","0","0","1","1","0","3","0"
"79","3","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch3(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1------------------0----------1-","7","43","F","7","1000011030","1000011030","e1l0t1","1---------","--","-------0--","--------1-","1","0","0","0","0","1","1","0","3","0"
"80","3","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1-----0----------0--------------","4","19","F","19","1100010020","1100010020","e1e0l0","1-----0---","--","-----0----","----------","1","1","0","0","0","1","0","0","2","0"
"81","2","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch2(NODE1) | ~held(NODE0) | NODE0 = NODE1","6","-1-----1--1---------------------","4","6","F","4","1010000020","1010000020","e1h1","-1-----1--","1-","----------","----------","2","0","1","0","0","0","0","0","2","0"
"82","2","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ~ep_epoch2(NODE1) | ~transfer_epoch4(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","-1-----1----------------------1-","7","40","F","4","1000001030","1000001030","e1t1","-1-----1--","--","----------","--------1-","2","0","0","0","0","0","1","0","3","0"
"83","2","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch3(NODE1) | ~held(NODE0) | NODE0 = NODE1","6","-1------1-1---------------------","4","6","F","4","1010000020","1010000020","e1h1","-1------1-","1-","----------","----------","2","0","1","0","0","0","0","0","2","0"
"84","2","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1------1--------0--------------","4","41","F","10","1000010020","1000010020","e1l0","-1------1-","--","-----0----","----------","2","0","0","0","0","1","0","0","2","0"
"85","2","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1-------1-------0--------------","4","41","F","10","1000010020","1000010020","e1l0","-1-------1","--","-----0----","----------","2","0","0","0","0","1","0","0","2","0"
"86","2","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","-1-------1---------0------------","4","41","F","10","1000010020","1000010020","e1l0","-1-------1","--","-------0--","----------","2","0","0","0","0","1","0","0","2","0"
"87","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE0) | ~locked_epoch2(NODE1) | NODE0 = NODE1","6","-1--------1------1--------------","4","44","F","3","1010100020","1010100020","e1h1l1","-1--------","1-","-----1----","----------","1","0","1","0","1","0","0","0","2","0"
"88","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE0) | ~locked_epoch3(NODE1) | NODE0 = NODE1","6","-1--------1--------1------------","4","44","F","3","1010100020","1010100020","e1h1l1","-1--------","1-","-------1--","----------","1","0","1","0","1","0","0","0","2","0"
"89","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE0) | ep_epoch0(NODE1) | NODE0 = NODE1","6","-1---0----1---------------------","4","20","F","6","1110000020","1110000020","e1e0h1","-1---0----","1-","----------","----------","1","1","1","0","0","0","0","0","2","0"
"90","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1---------1-----0--------------","4","21","F","3","1010010020","1010010020","e1h1l0","-1--------","-1","-----0----","----------","1","0","1","0","0","1","0","0","2","0"
"91","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1---------------0-1------------","4","42","F","7","1000110020","1000110020","e1l1l0","-1--------","--","-----0-1--","----------","1","0","0","0","1","1","0","0","2","0"
"92","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1---------------0---1----------","4","42","F","7","1000110020","1000110020","e1l1l0","-1--------","--","-----0---1","----------","1","0","0","0","1","1","0","0","2","0"
"93","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","-1-----------------0-1----------","4","42","F","7","1000110020","1000110020","e1l1l0","-1--------","--","-------0-1","----------","1","0","0","0","1","1","0","0","2","0"
"94","3","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch0(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1---0--------------------1-----","7","16","F","9","1100001030","1100001030","e1e0t1","-1---0----","--","----------","----1-----","1","1","0","0","0","0","1","0","3","0"
"95","3","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1-----0--------------------1---","7","16","F","9","1100001030","1100001030","e1e0t1","-1-----0--","--","----------","------1---","1","1","0","0","0","0","1","0","3","0"
"96","3","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ~transfer_epoch3(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-1---------------0----------1---","7","43","F","7","1000011030","1000011030","e1l0t1","-1--------","--","-----0----","------1---","1","0","0","0","0","1","1","0","3","0"
"97","3","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1------0---------------------1-","7","16","F","9","1100001030","1100001030","e1e0t1","-1------0-","--","----------","--------1-","1","1","0","0","0","0","1","0","3","0"
"98","3","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1---------------0------------1-","7","43","F","7","1000011030","1000011030","e1l0t1","-1--------","--","-----0----","--------1-","1","0","0","0","0","1","1","0","3","0"
"99","3","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1-----------------0----------1-","7","43","F","7","1000011030","1000011030","e1l0t1","-1--------","--","-------0--","--------1-","1","0","0","0","0","1","1","0","3","0"
"100","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1---0-----------0--------------","4","19","F","19","1100010020","1100010020","e1e0l0","-1---0----","--","-----0----","----------","1","1","0","0","0","1","0","0","2","0"
"101","2","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~ep_epoch3(NODE1) | ~held(NODE0) | NODE0 = NODE1","6","--1-----1-1---------------------","4","6","F","4","1010000020","1010000020","e1h1","--1-----1-","1-","----------","----------","2","0","1","0","0","0","0","0","2","0"
"102","2","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~ep_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","--1------1---------0------------","4","41","F","10","1000010020","1000010020","e1l0","--1------1","--","-------0--","----------","2","0","0","0","0","1","0","0","2","0"
"103","3","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~held(NODE0) | ~locked_epoch3(NODE1) | NODE0 = NODE1","6","--1-------1--------1------------","4","44","F","3","1010100020","1010100020","e1h1l1","--1-------","1-","-------1--","----------","1","0","1","0","1","0","0","0","2","0"
