"Orbit","SQI","qcost","Bit String","# literals","Group","Group Size","Sig"
"17","forall NODE0. ~ep_epoch1(NODE0) | ~locked_epoch3(NODE0)","3","-1--------------1---------","2","7","6","1000100010"
"18","forall NODE0. ~ep_epoch1(NODE0) | locked_epoch1(NODE0)","3","-1----------0-------------","2","6","3","1000010010"
"19","exists NODE0. ~ep_epoch2(NODE0)","2","--1---1-------------------","1","4","4","2000000001"
"20","forall NODE0. ~ep_epoch2(NODE0) | ~ep_epoch3(NODE0)","3","--11----------------------","2","8","6","2000000010"
"21","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~locked_epoch2(NODE1) | NODE0 = NODE1","5","--1------------1----------","3","23","3","1000100020"
"22","forall NODE0. ~ep_epoch2(NODE0) | ~locked_epoch3(NODE0)","3","--1-------------1---------","2","7","6","1000100010"
"23","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~transfer_epoch2(NODE1)","4","--1-------------------1---","2","15","3","1000001020"
"24","forall NODE0. ~ep_epoch2(NODE0) | locked_epoch2(NODE0)","3","--1-----------0-----------","2","6","3","1000010010"
"25","exists NODE0. ~ep_epoch3(NODE0)","2","---1---1------------------","1","4","4","2000000001"
"26","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~held(NODE1) | NODE0 = NODE1","5","---1-----1----------------","3","0","76","1010000020"
"27","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch3(NODE1) | NODE0 = NODE1","5","---1-------------1--------","3","23","3","1000100020"
"28","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~transfer_epoch2(NODE1)","4","---1------------------1---","2","15","3","1000001020"
"29","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~transfer_epoch3(NODE1)","4","---1--------------------1-","2","15","3","1000001020"
"30","forall NODE0. ~ep_epoch3(NODE0) | held(NODE0)","3","---1----0-----------------","2","0","76","1001000010"
"31","forall NODE0. ~ep_epoch3(NODE0) | locked_epoch3(NODE0)","3","---1------------0---------","2","6","3","1000010010"
"32","exists NODE0. ~held(NODE0)","2","--------11----------------","1","0","76","0020000001"
"33","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch3(NODE1) | NODE0 = NODE1","5","--------1--------1--------","3","0","76","0010100020"
"34","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch2(NODE1)","4","--------1-------------1---","2","10","2","0010001020"
"35","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch3(NODE1)","4","--------1---------------1-","2","10","2","0010001020"
"36","exists NODE0. ~locked_epoch1(NODE0)","2","------------11------------","1","3","3","0000200001"
"37","exists NODE0. ~locked_epoch2(NODE0)","2","--------------11----------","1","3","3","0000200001"
"38","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ~transfer_epoch2(NODE1)","4","--------------1-------1---","2","9","3","0000101020"
"39","exists NODE0. ~locked_epoch3(NODE0)","2","----------------11--------","1","3","3","0000200001"
"40","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch2(NODE1)","4","----------------1-----1---","2","9","3","0000101020"
"41","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch3(NODE1)","4","----------------1-------1-","2","9","3","0000101020"
"42","forall NODE0. ~locked_epoch3(NODE0) | ep_epoch3(NODE0)","3","---0------------1---------","2","0","76","0100100010"
"43","forall NODE0. ~locked_epoch3(NODE0) | held(NODE0)","3","--------0-------1---------","2","0","76","0001100010"
"44","exists NODE0. ~transfer_epoch2(NODE0)","2","----------------------11--","1","2","2","0000002001"
"45","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ~transfer_epoch3(NODE1)","4","----------------------1-1-","2","0","76","0000002020"
"46","exists NODE0. ~transfer_epoch3(NODE0)","2","------------------------11","1","2","2","0000002001"
"47","exists NODE0. locked_epoch1(NODE0)","2","------------00------------","1","0","76","0000020001"
"48","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | ~transfer_epoch3(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1----1------------------1-","7","0","76","2000001030"
"49","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1------1-------0----------","4","31","2","2000010020"
"50","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1--------------0-1--------","4","27","2","1000110020"
"51","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch1(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1----0----------------1---","7","86","4","1100001030"
"52","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1-----0-----------------1-","7","86","4","1100001030"
"53","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~transfer_epoch3(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1--------------0--------1-","7","85","2","1000011030"
"54","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1----0---------0----------","4","29","3","1100010020"
"55","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch2(NODE1) | ~held(NODE0) | NODE0 = NODE1","6","-1----1-1-----------------","4","0","76","2010000020"
"56","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1-----1-------0----------","4","31","2","2000010020"
"57","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE0) | ~locked_epoch2(NODE1) | NODE0 = NODE1","6","-1------1------1----------","4","0","76","1010100020"
"58","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE0) | ep_epoch0(NODE1) | NODE0 = NODE1","6","-1--0---1-----------------","4","30","2","1110000020"
"59","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1-------1-----0----------","4","28","2","1010010020"
"60","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1-------------0-1--------","4","27","2","1000110020"
"61","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch0(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-1--0-----------------1---","7","86","4","1100001030"
"62","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-1----0-----------------1-","7","86","4","1100001030"
"63","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ~transfer_epoch3(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-1-------------0--------1-","7","85","2","1000011030"
"64","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1--0----------0----------","4","29","3","1100010020"
"65","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~held(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","6","--1----0-1----------------","4","30","2","1110000020"
"66","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~held(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","--1------1-------0--------","4","28","2","1010010020"
"67","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch2(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","6","---1--0--------1----------","4","0","76","1100100020"
"68","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","6","---1--0-------0-----------","4","29","3","1100010020"
"69","forall NODE1,NODE0. ~ep_epoch3(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","6","---1----------00----------","4","0","76","1000020020"
"70","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","6","------0-1------1----------","4","24","2","0110100020"
"71","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE1) | ep_epoch3(NODE0) | NODE0 = NODE1","6","---0----1------1----------","4","24","2","0110100020"
"72","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","6","--------1------10---------","4","0","76","0010110020"
"73","forall NODE1,NODE0,NODE2. ~locked_epoch1(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch0(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","----0-------1---------1---","7","0","76","0100101030"
"74","forall NODE1,NODE0. ~locked_epoch1(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch1(NODE0)","5","-0----------1---------1---","3","16","2","0100101020"
"75","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ~locked_epoch3(NODE1) | ep_epoch2(NODE0) | NODE0 = NODE1","6","--0-----------1--1--------","4","0","76","0100200020"
"76","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch2(NODE0)","5","--0-----------1---------1-","3","16","2","0100101020"
"77","forall NODE0. ~locked_epoch2(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE0)","4","--00----------1-----------","3","0","76","0200100010"
"78","forall NODE0. ~locked_epoch2(NODE0) | ep_epoch2(NODE0) | held(NODE0)","4","--0-----0-----1-----------","3","0","76","0101100010"
"79","forall NODE0. ~locked_epoch2(NODE0) | ep_epoch2(NODE0) | locked_epoch3(NODE0)","4","--0-----------1-0---------","3","0","76","0100110010"
"80","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","6","------0-------0-1---------","4","0","76","0100110020"
"81","forall NODE1,NODE0. ~locked_epoch3(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","6","--------------001---------","4","0","76","0000120020"
"82","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ep_epoch0(NODE0) | ep_epoch0(NODE1) | NODE0 = NODE1","6","0---0-----------------1---","4","25","4","0200001020"
"83","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1)","5","00--------------------1---","3","25","4","0200001020"
"84","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ep_epoch0(NODE1) | locked_epoch1(NODE1)","5","0-----------0---------1---","3","0","76","0100011020"
"85","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ep_epoch1(NODE0) | ep_epoch1(NODE1) | NODE0 = NODE1","6","-0---0----------------1---","4","25","4","0200001020"
"86","forall NODE1,NODE0,NODE2. ~transfer_epoch2(NODE0) | ep_epoch1(NODE1) | locked_epoch1(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","-0-----------0--------1---","7","80","2","0100011030"
"87","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | NODE0 = NODE1","6","--0---0-----------------1-","4","25","4","0200001020"
"88","forall NODE1,NODE0,NODE2. ~transfer_epoch3(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","--0------------0--------1-","7","80","2","0100011030"
"89","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","6","--------------00--------1-","4","0","76","0000021020"
"90","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","7","1----000------------------","5","62","4","1300000020"
"91","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | held(NODE1) | NODE0 = NODE1","7","1----00--0----------------","5","60","3","1201000020"
"92","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","1----00----------0--------","5","58","8","1200010020"
"93","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","7","-1----00-1----------------","5","61","2","1210000020"
"94","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","-1----0--1-------0--------","5","56","3","1110010020"
"95","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","7","-1--0-00------------------","5","62","4","1300000020"
"96","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | held(NODE1) | NODE0 = NODE1","7","-1--0-0--0----------------","5","60","3","1201000020"
"97","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","-1--0-0----------0--------","5","58","8","1200010020"
"98","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~held(NODE0) | ~locked_epoch1(NODE0) | ep_epoch0(NODE1) | NODE0 = NODE1","7","--1-0---1---1-------------","5","57","2","1110100020"
"99","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~held(NODE0) | ~locked_epoch1(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","7","--1--0--1----1------------","5","57","2","1110100020"
"100","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","7","--1-00--1-----------------","5","61","2","1210000020"
"101","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~held(NODE0) | ep_epoch0(NODE1) | locked_epoch1(NODE1) | NODE0 = NODE1","7","--1-0---1----0------------","5","56","3","1110010020"
"102","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~held(NODE0) | ep_epoch1(NODE1) | locked_epoch1(NODE0) | NODE0 = NODE1","7","--1--0--1---0-------------","5","56","3","1110010020"
"103","forall NODE1,NODE0,NODE2. ~ep_epoch2(NODE0) | ~locked_epoch1(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch0(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","11","--1-0-------1-----------1-","8","96","2","1100101030"
"104","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~locked_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","7","--1-0--0----1-------------","5","59","5","1200100020"
"105","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~locked_epoch1(NODE0) | ep_epoch0(NODE1) | held(NODE1) | NODE0 = NODE1","7","--1-0----0--1-------------","5","55","2","1101100020"
"106","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~locked_epoch1(NODE0) | ep_epoch0(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","--1-0-------1----0--------","5","52","6","1100110020"
"107","forall NODE1,NODE0,NODE2. ~ep_epoch2(NODE0) | ~locked_epoch1(NODE1) | ~transfer_epoch3(NODE2) | ep_epoch1(NODE1) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","11","--1--0-------1----------1-","8","96","2","1100101030"
"108","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~locked_epoch1(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","7","--1--0-0-----1------------","5","59","5","1200100020"
"109","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~locked_epoch1(NODE1) | ep_epoch1(NODE1) | held(NODE1) | NODE0 = NODE1","7","--1--0---0---1------------","5","55","2","1101100020"
"110","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~locked_epoch1(NODE1) | ep_epoch1(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","--1--0-------1---0--------","5","52","6","1100110020"
"111","forall NODE1,NODE0,NODE2. ~ep_epoch2(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","11","--1-00------------------1-","8","0","76","1200001030"
"112","forall NODE1,NODE0,NODE2. ~ep_epoch2(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch0(NODE2) | locked_epoch1(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","11","--1-0--------0----------1-","8","95","2","1100011030"
"113","forall NODE1,NODE0,NODE2. ~ep_epoch2(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch1(NODE2) | locked_epoch1(NODE0) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","11","--1--0------0-----------1-","8","95","2","1100011030"
"114","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","7","--1-00-0------------------","5","62","4","1300000020"
"115","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | held(NODE1) | NODE0 = NODE1","7","--1-00---0----------------","5","60","3","1201000020"
"116","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","--1-00-----------0--------","5","58","8","1200010020"
"117","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch3(NODE1) | locked_epoch1(NODE1) | NODE0 = NODE1","7","--1-0--0-----0------------","5","58","8","1200010020"
"118","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | held(NODE1) | locked_epoch1(NODE1) | NODE0 = NODE1","7","--1-0----0---0------------","5","54","2","1101010020"
"119","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | locked_epoch1(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","--1-0--------0---0--------","5","51","4","1100020020"
"120","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | locked_epoch1(NODE0) | NODE0 = NODE1","7","--1--0-0----0-------------","5","58","8","1200010020"
"121","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch1(NODE1) | held(NODE1) | locked_epoch1(NODE0) | NODE0 = NODE1","7","--1--0---0--0-------------","5","54","2","1101010020"
"122","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch1(NODE1) | locked_epoch1(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","7","--1--0------0----0--------","5","51","4","1100020020"
"123","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch1(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | NODE0 = NODE1","7","---10-------1-1-----------","5","53","2","1100200020"
"124","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","7","---10-0-----1-------------","5","59","5","1200100020"
"125","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch1(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","7","---10-------1--0----------","5","52","6","1100110020"
"126","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch1(NODE1) | ~locked_epoch2(NODE0) | ep_epoch1(NODE1) | NODE0 = NODE1","7","---1-0-------11-----------","5","53","2","1100200020"
"127","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch1(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","7","---1-00------1------------","5","59","5","1200100020"
"128","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch1(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","7","---1-0-------1-0----------","5","52","6","1100110020"
"129","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","7","---100--------1-----------","5","59","5","1200100020"
"130","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | locked_epoch1(NODE1) | NODE0 = NODE1","7","---10--------01-----------","5","52","6","1100110020"
"131","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch2(NODE0) | ep_epoch1(NODE1) | locked_epoch1(NODE0) | NODE0 = NODE1","7","---1-0------0-1-----------","5","52","6","1100110020"
"132","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","7","---1000-------------------","5","62","4","1300000020"
"133","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","7","---100---------0----------","5","58","8","1200010020"
"134","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | locked_epoch1(NODE1) | NODE0 = NODE1","7","---10-0------0------------","5","58","8","1200010020"
"135","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch0(NODE1) | locked_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","7","---10--------0-0----------","5","51","4","1100020020"
"136","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | locked_epoch1(NODE0) | NODE0 = NODE1","7","---1-00-----0-------------","5","58","8","1200010020"
"137","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch1(NODE1) | locked_epoch1(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","7","---1-0------0--0----------","5","51","4","1100020020"
"138","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch1(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | NODE0 = NODE1","7","----0---1---1-1-----------","5","41","2","0110200020"
"139","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","7","----0-0-1---1-------------","5","47","6","0210100020"
"140","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch3(NODE0) | NODE0 = NODE1","7","---00---1---1-------------","5","47","6","0210100020"
"141","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch1(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","7","----0---1---1--0----------","5","40","9","0110110020"
"142","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch1(NODE0) | ep_epoch0(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","7","----0---1---1---0---------","5","40","9","0110110020"
"143","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch1(NODE1) | ~locked_epoch2(NODE0) | ep_epoch1(NODE1) | NODE0 = NODE1","7","-----0--1----11-----------","5","41","2","0110200020"
"144","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch1(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","7","-----00-1----1------------","5","47","6","0210100020"
"145","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch1(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE0) | NODE0 = NODE1","7","---0-0--1----1------------","5","47","6","0210100020"
"146","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch1(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","7","-----0--1----1-0----------","5","40","9","0110110020"
"147","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch1(NODE1) | ep_epoch1(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","7","-----0--1----1--0---------","5","40","9","0110110020"
"148","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch1(NODE1) | ep_epoch2(NODE0) | ep_epoch3(NODE0) | NODE0 = NODE1","7","--00----1----1------------","5","47","6","0210100020"
