"Orbit","SQI","qcost","Bit String","# literals","Group","Group Size","Sig"
"45","forall NODE0. ~ep_epoch3(NODE0) | ~ep_epoch5(NODE0)","3","---1-1--------------------------------------","2","8","21","2000000010"
"46","forall NODE0. ~ep_epoch3(NODE0) | ~ep_epoch6(NODE0)","3","---1--1-------------------------------------","2","8","21","2000000010"
"47","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch3(NODE1) | NODE0 = NODE1","5","---1-------------------1--------------------","3","18","6","1000100020"
"48","forall NODE0. ~ep_epoch3(NODE0) | ~locked_epoch4(NODE0)","3","---1--------------------1-------------------","2","7","21","1000100010"
"49","forall NODE0. ~ep_epoch3(NODE0) | ~locked_epoch5(NODE0)","3","---1----------------------1-----------------","2","7","21","1000100010"
"50","forall NODE0. ~ep_epoch3(NODE0) | ~locked_epoch6(NODE0)","3","---1------------------------1---------------","2","7","21","1000100010"
"51","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~transfer_epoch2(NODE1)","4","---1------------------------------1---------","2","13","15","1000001020"
"52","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~transfer_epoch3(NODE1)","4","---1--------------------------------1-------","2","13","15","1000001020"
"53","forall NODE0. ~ep_epoch3(NODE0) | locked_epoch3(NODE0)","3","---1------------------0---------------------","2","6","6","1000010010"
"54","exists NODE0. ~ep_epoch4(NODE0)","2","----1------1--------------------------------","1","4","7","2000000001"
"55","forall NODE0. ~ep_epoch4(NODE0) | ~ep_epoch5(NODE0)","3","----11--------------------------------------","2","8","21","2000000010"
"56","forall NODE0. ~ep_epoch4(NODE0) | ~ep_epoch6(NODE0)","3","----1-1-------------------------------------","2","8","21","2000000010"
"57","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~locked_epoch4(NODE1) | NODE0 = NODE1","5","----1--------------------1------------------","3","18","6","1000100020"
"58","forall NODE0. ~ep_epoch4(NODE0) | ~locked_epoch5(NODE0)","3","----1---------------------1-----------------","2","7","21","1000100010"
"59","forall NODE0. ~ep_epoch4(NODE0) | ~locked_epoch6(NODE0)","3","----1-----------------------1---------------","2","7","21","1000100010"
"60","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~transfer_epoch2(NODE1)","4","----1-----------------------------1---------","2","13","15","1000001020"
"61","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~transfer_epoch3(NODE1)","4","----1-------------------------------1-------","2","13","15","1000001020"
"62","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~transfer_epoch4(NODE1)","4","----1---------------------------------1-----","2","13","15","1000001020"
"63","forall NODE0. ~ep_epoch4(NODE0) | locked_epoch4(NODE0)","3","----1-------------------0-------------------","2","6","6","1000010010"
"64","exists NODE0. ~ep_epoch5(NODE0)","2","-----1------1-------------------------------","1","4","7","2000000001"
"65","forall NODE0. ~ep_epoch5(NODE0) | ~ep_epoch6(NODE0)","3","-----11-------------------------------------","2","8","21","2000000010"
"66","forall NODE1,NODE0. ~ep_epoch5(NODE0) | ~locked_epoch5(NODE1) | NODE0 = NODE1","5","-----1---------------------1----------------","3","18","6","1000100020"
"67","forall NODE0. ~ep_epoch5(NODE0) | ~locked_epoch6(NODE0)","3","-----1----------------------1---------------","2","7","21","1000100010"
"68","forall NODE1,NODE0. ~ep_epoch5(NODE0) | ~transfer_epoch2(NODE1)","4","-----1----------------------------1---------","2","13","15","1000001020"
"69","forall NODE1,NODE0. ~ep_epoch5(NODE0) | ~transfer_epoch3(NODE1)","4","-----1------------------------------1-------","2","13","15","1000001020"
"70","forall NODE1,NODE0. ~ep_epoch5(NODE0) | ~transfer_epoch4(NODE1)","4","-----1--------------------------------1-----","2","13","15","1000001020"
"71","forall NODE1,NODE0. ~ep_epoch5(NODE0) | ~transfer_epoch5(NODE1)","4","-----1----------------------------------1---","2","13","15","1000001020"
"72","forall NODE0. ~ep_epoch5(NODE0) | locked_epoch5(NODE0)","3","-----1--------------------0-----------------","2","6","6","1000010010"
"73","exists NODE0. ~ep_epoch6(NODE0)","2","------1------1------------------------------","1","4","7","2000000001"
"74","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~held(NODE1) | NODE0 = NODE1","5","------1--------1----------------------------","3","0","232","1010000020"
"75","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~locked_epoch6(NODE1) | NODE0 = NODE1","5","------1----------------------1--------------","3","18","6","1000100020"
"76","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~transfer_epoch2(NODE1)","4","------1---------------------------1---------","2","13","15","1000001020"
"77","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~transfer_epoch3(NODE1)","4","------1-----------------------------1-------","2","13","15","1000001020"
"78","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~transfer_epoch4(NODE1)","4","------1-------------------------------1-----","2","13","15","1000001020"
"79","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~transfer_epoch5(NODE1)","4","------1---------------------------------1---","2","13","15","1000001020"
"80","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~transfer_epoch6(NODE1)","4","------1-----------------------------------1-","2","13","15","1000001020"
"81","forall NODE0. ~ep_epoch6(NODE0) | held(NODE0)","3","------1-------0-----------------------------","2","0","232","1001000010"
"82","forall NODE0. ~ep_epoch6(NODE0) | locked_epoch6(NODE0)","3","------1---------------------0---------------","2","6","6","1000010010"
"83","exists NODE0. ~held(NODE0)","2","--------------11----------------------------","1","0","232","0020000001"
"84","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch6(NODE1) | NODE0 = NODE1","5","--------------1--------------1--------------","3","0","232","0010100020"
"85","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch2(NODE1)","4","--------------1-------------------1---------","2","11","5","0010001020"
"86","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch3(NODE1)","4","--------------1---------------------1-------","2","11","5","0010001020"
"87","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch4(NODE1)","4","--------------1-----------------------1-----","2","11","5","0010001020"
"88","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch5(NODE1)","4","--------------1-------------------------1---","2","11","5","0010001020"
"89","forall NODE1,NODE0. ~held(NODE0) | ~transfer_epoch6(NODE1)","4","--------------1---------------------------1-","2","11","5","0010001020"
"90","exists NODE0. ~locked_epoch1(NODE0)","2","------------------11------------------------","1","3","6","0000200001"
"91","exists NODE0. ~locked_epoch2(NODE0)","2","--------------------11----------------------","1","3","6","0000200001"
"92","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ~transfer_epoch2(NODE1)","4","--------------------1-------------1---------","2","10","15","0000101020"
"93","exists NODE0. ~locked_epoch3(NODE0)","2","----------------------11--------------------","1","3","6","0000200001"
"94","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch2(NODE1)","4","----------------------1-----------1---------","2","10","15","0000101020"
"95","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch3(NODE1)","4","----------------------1-------------1-------","2","10","15","0000101020"
"96","exists NODE0. ~locked_epoch4(NODE0)","2","------------------------11------------------","1","3","6","0000200001"
"97","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ~transfer_epoch2(NODE1)","4","------------------------1---------1---------","2","10","15","0000101020"
"98","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ~transfer_epoch3(NODE1)","4","------------------------1-----------1-------","2","10","15","0000101020"
"99","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ~transfer_epoch4(NODE1)","4","------------------------1-------------1-----","2","10","15","0000101020"
"100","exists NODE0. ~locked_epoch5(NODE0)","2","--------------------------11----------------","1","3","6","0000200001"
"101","forall NODE1,NODE0. ~locked_epoch5(NODE0) | ~transfer_epoch2(NODE1)","4","--------------------------1-------1---------","2","10","15","0000101020"
"102","forall NODE1,NODE0. ~locked_epoch5(NODE0) | ~transfer_epoch3(NODE1)","4","--------------------------1---------1-------","2","10","15","0000101020"
"103","forall NODE1,NODE0. ~locked_epoch5(NODE0) | ~transfer_epoch4(NODE1)","4","--------------------------1-----------1-----","2","10","15","0000101020"
"104","forall NODE1,NODE0. ~locked_epoch5(NODE0) | ~transfer_epoch5(NODE1)","4","--------------------------1-------------1---","2","10","15","0000101020"
"105","exists NODE0. ~locked_epoch6(NODE0)","2","----------------------------11--------------","1","3","6","0000200001"
"106","forall NODE1,NODE0. ~locked_epoch6(NODE0) | ~transfer_epoch2(NODE1)","4","----------------------------1-----1---------","2","10","15","0000101020"
"107","forall NODE1,NODE0. ~locked_epoch6(NODE0) | ~transfer_epoch3(NODE1)","4","----------------------------1-------1-------","2","10","15","0000101020"
"108","forall NODE1,NODE0. ~locked_epoch6(NODE0) | ~transfer_epoch4(NODE1)","4","----------------------------1---------1-----","2","10","15","0000101020"
"109","forall NODE1,NODE0. ~locked_epoch6(NODE0) | ~transfer_epoch5(NODE1)","4","----------------------------1-----------1---","2","10","15","0000101020"
"110","forall NODE1,NODE0. ~locked_epoch6(NODE0) | ~transfer_epoch6(NODE1)","4","----------------------------1-------------1-","2","10","15","0000101020"
"111","forall NODE0. ~locked_epoch6(NODE0) | ep_epoch6(NODE0)","3","------0---------------------1---------------","2","0","232","0100100010"
"112","forall NODE0. ~locked_epoch6(NODE0) | held(NODE0)","3","--------------0-------------1---------------","2","0","232","0001100010"
"113","exists NODE0. ~transfer_epoch2(NODE0)","2","----------------------------------11--------","1","2","5","0000002001"
"114","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ~transfer_epoch3(NODE1)","4","----------------------------------1-1-------","2","9","10","0000002020"
"115","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ~transfer_epoch4(NODE1)","4","----------------------------------1---1-----","2","9","10","0000002020"
"116","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ~transfer_epoch5(NODE1)","4","----------------------------------1-----1---","2","9","10","0000002020"
"117","forall NODE1,NODE0. ~transfer_epoch2(NODE0) | ~transfer_epoch6(NODE1)","4","----------------------------------1-------1-","2","9","10","0000002020"
"118","exists NODE0. ~transfer_epoch3(NODE0)","2","------------------------------------11------","1","2","5","0000002001"
"119","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ~transfer_epoch4(NODE1)","4","------------------------------------1-1-----","2","9","10","0000002020"
"120","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ~transfer_epoch5(NODE1)","4","------------------------------------1---1---","2","9","10","0000002020"
"121","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ~transfer_epoch6(NODE1)","4","------------------------------------1-----1-","2","9","10","0000002020"
"122","exists NODE0. ~transfer_epoch4(NODE0)","2","--------------------------------------11----","1","2","5","0000002001"
"123","forall NODE1,NODE0. ~transfer_epoch4(NODE0) | ~transfer_epoch5(NODE1)","4","--------------------------------------1-1---","2","9","10","0000002020"
"124","forall NODE1,NODE0. ~transfer_epoch4(NODE0) | ~transfer_epoch6(NODE1)","4","--------------------------------------1---1-","2","9","10","0000002020"
"125","exists NODE0. ~transfer_epoch5(NODE0)","2","----------------------------------------11--","1","2","5","0000002001"
"126","forall NODE1,NODE0. ~transfer_epoch5(NODE0) | ~transfer_epoch6(NODE1)","4","----------------------------------------1-1-","2","9","10","0000002020"
"127","exists NODE0. ~transfer_epoch6(NODE0)","2","------------------------------------------11","1","2","5","0000002001"
"128","exists NODE0. locked_epoch1(NODE0)","2","------------------00------------------------","1","0","232","0000020001"
"129","forall NODE2,NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | ~transfer_epoch3(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1-------1---------------------------1-------","7","364","20","2000001030"
"130","forall NODE2,NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | ~transfer_epoch4(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1-------1-----------------------------1-----","7","364","20","2000001030"
"131","forall NODE2,NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | ~transfer_epoch5(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","1-------1-------------------------------1---","7","364","20","2000001030"
"132","forall NODE2,NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | ~transfer_epoch6(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1-------1---------------------------------1-","7","364","20","2000001030"
"133","forall NODE2,NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch2(NODE1) | ~transfer_epoch4(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","1--------1----------------------------1-----","7","364","20","2000001030"
"134","forall NODE2,NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch2(NODE1) | ~transfer_epoch5(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","1--------1------------------------------1---","7","364","20","2000001030"
"135","forall NODE2,NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch2(NODE1) | ~transfer_epoch6(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","1--------1--------------------------------1-","7","364","20","2000001030"
"136","forall NODE2,NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch3(NODE1) | ~transfer_epoch5(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","1---------1-----------------------------1---","7","364","20","2000001030"
"137","forall NODE2,NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch3(NODE1) | ~transfer_epoch6(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","1---------1-------------------------------1-","7","364","20","2000001030"
"138","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1---------1----------0----------------------","4","38","30","2000010020"
"139","forall NODE2,NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch4(NODE1) | ~transfer_epoch6(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","1----------1------------------------------1-","7","364","20","2000001030"
"140","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1----------1---------0----------------------","4","38","30","2000010020"
"141","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1----------1-----------0--------------------","4","38","30","2000010020"
"142","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch5(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1-----------1--------0----------------------","4","38","30","2000010020"
"143","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch5(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1-----------1----------0--------------------","4","38","30","2000010020"
"144","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch5(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","6","1-----------1------------0------------------","4","38","30","2000010020"
"145","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch6(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1------------1-------0----------------------","4","38","30","2000010020"
"146","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch6(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1------------1---------0--------------------","4","38","30","2000010020"
"147","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch6(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","6","1------------1-----------0------------------","4","38","30","2000010020"
"148","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch6(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","6","1------------1-------------0----------------","4","38","30","2000010020"
"149","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1--------------------0-1--------------------","4","33","30","1000110020"
"150","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1--------------------0---1------------------","4","33","30","1000110020"
"151","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1----------------------0-1------------------","4","33","30","1000110020"
"152","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch5(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1--------------------0-----1----------------","4","33","30","1000110020"
"153","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch5(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1----------------------0---1----------------","4","33","30","1000110020"
"154","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch5(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","6","1------------------------0-1----------------","4","33","30","1000110020"
"155","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch6(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1--------------------0-------1--------------","4","33","30","1000110020"
"156","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch6(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1----------------------0-----1--------------","4","33","30","1000110020"
"157","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch6(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","6","1------------------------0---1--------------","4","33","30","1000110020"
"158","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch6(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","6","1--------------------------0-1--------------","4","33","30","1000110020"
"159","forall NODE2,NODE1,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch1(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1-------0-------------------------1---------","7","308","16","1100001030"
"160","forall NODE2,NODE1,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1--------0--------------------------1-------","7","308","16","1100001030"
"161","forall NODE2,NODE1,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch3(NODE1) | locked_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1--------------------0--------------1-------","7","306","30","1000011030"
"162","forall NODE2,NODE1,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1---------0---------------------------1-----","7","308","16","1100001030"
"163","forall NODE2,NODE1,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1--------------------0----------------1-----","7","306","30","1000011030"
"164","forall NODE2,NODE1,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1----------------------0--------------1-----","7","306","30","1000011030"
"165","forall NODE2,NODE1,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch5(NODE1) | ep_epoch4(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1----------0----------------------------1---","7","308","16","1100001030"
"166","forall NODE2,NODE1,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch5(NODE1) | locked_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1--------------------0------------------1---","7","306","30","1000011030"
"167","forall NODE2,NODE1,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch5(NODE1) | locked_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1----------------------0----------------1---","7","306","30","1000011030"
"168","forall NODE2,NODE1,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch5(NODE1) | locked_epoch4(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1------------------------0--------------1---","7","306","30","1000011030"
"169","forall NODE2,NODE1,NODE0. ~ep_epoch0(NODE0) | ~transfer_epoch6(NODE1) | ep_epoch5(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1-----------0-----------------------------1-","7","308","16","1100001030"
