"Orbit","SQI","qcost","Bit String","# literals","Group","Group Size","Sig"
"17","forall NODE0. ~ep_epoch1(NODE0) | ~ep_epoch4(NODE0)","3","-1--1---------------------------","2","8","10","2000000010"
"18","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~locked_epoch1(NODE1) | NODE0 = NODE1","5","-1-------------1----------------","3","22","4","1000100020"
"19","forall NODE0. ~ep_epoch1(NODE0) | ~locked_epoch2(NODE0)","3","-1--------------1---------------","2","7","10","1000100010"
"20","forall NODE0. ~ep_epoch1(NODE0) | ~locked_epoch3(NODE0)","3","-1----------------1-------------","2","7","10","1000100010"
"21","forall NODE0. ~ep_epoch1(NODE0) | ~locked_epoch4(NODE0)","3","-1------------------1-----------","2","7","10","1000100010"
"22","forall NODE0. ~ep_epoch1(NODE0) | locked_epoch1(NODE0)","3","-1------------0-----------------","2","6","4","1000010010"
"23","exists NODE0. ~ep_epoch2(NODE0)","2","--1----1------------------------","1","4","5","2000000001"
"24","forall NODE0. ~ep_epoch2(NODE0) | ~ep_epoch3(NODE0)","3","--11----------------------------","2","8","10","2000000010"
"25","forall NODE0. ~ep_epoch2(NODE0) | ~ep_epoch4(NODE0)","3","--1-1---------------------------","2","8","10","2000000010"
"26","forall NODE0,NODE1. ~ep_epoch2(NODE0) | ~locked_epoch2(NODE1) | NODE0 = NODE1","5","--1--------------1--------------","3","22","4","1000100020"
"27","forall NODE0. ~ep_epoch2(NODE0) | ~locked_epoch3(NODE0)","3","--1---------------1-------------","2","7","10","1000100010"
"28","forall NODE0. ~ep_epoch2(NODE0) | ~locked_epoch4(NODE0)","3","--1-----------------1-----------","2","7","10","1000100010"
"29","forall NODE0,NODE1. ~ep_epoch2(NODE0) | ~transfer_epoch2(NODE1)","4","--1-----------------------1-----","2","13","6","1000001020"
"30","forall NODE0. ~ep_epoch2(NODE0) | locked_epoch2(NODE0)","3","--1-------------0---------------","2","6","4","1000010010"
"31","exists NODE0. ~ep_epoch3(NODE0)","2","---1----1-----------------------","1","4","5","2000000001"
"32","forall NODE0. ~ep_epoch3(NODE0) | ~ep_epoch4(NODE0)","3","---11---------------------------","2","8","10","2000000010"
"33","forall NODE0,NODE1. ~ep_epoch3(NODE0) | ~locked_epoch3(NODE1) | NODE0 = NODE1","5","---1---------------1------------","3","22","4","1000100020"
"34","forall NODE0. ~ep_epoch3(NODE0) | ~locked_epoch4(NODE0)","3","---1----------------1-----------","2","7","10","1000100010"
"35","forall NODE0,NODE1. ~ep_epoch3(NODE0) | ~transfer_epoch2(NODE1)","4","---1----------------------1-----","2","13","6","1000001020"
"36","forall NODE0,NODE1. ~ep_epoch3(NODE0) | ~transfer_epoch3(NODE1)","4","---1------------------------1---","2","13","6","1000001020"
"37","forall NODE0. ~ep_epoch3(NODE0) | locked_epoch3(NODE0)","3","---1--------------0-------------","2","6","4","1000010010"
"38","exists NODE0. ~ep_epoch4(NODE0)","2","----1----1----------------------","1","4","5","2000000001"
"39","forall NODE0,NODE1. ~ep_epoch4(NODE0) | ~held(NODE1) | NODE0 = NODE1","5","----1------1--------------------","3","0","101","1010000020"
"40","forall NODE0,NODE1. ~ep_epoch4(NODE0) | ~locked_epoch4(NODE1) | NODE0 = NODE1","5","----1----------------1----------","3","22","4","1000100020"
"41","forall NODE0,NODE1. ~ep_epoch4(NODE0) | ~transfer_epoch2(NODE1)","4","----1---------------------1-----","2","13","6","1000001020"
"42","forall NODE0,NODE1. ~ep_epoch4(NODE0) | ~transfer_epoch3(NODE1)","4","----1-----------------------1---","2","13","6","1000001020"
"43","forall NODE0,NODE1. ~ep_epoch4(NODE0) | ~transfer_epoch4(NODE1)","4","----1-------------------------1-","2","13","6","1000001020"
"44","forall NODE0. ~ep_epoch4(NODE0) | held(NODE0)","3","----1-----0---------------------","2","0","101","1001000010"
"45","forall NODE0. ~ep_epoch4(NODE0) | locked_epoch4(NODE0)","3","----1---------------0-----------","2","6","4","1000010010"
"46","exists NODE0. ~held(NODE0)","2","----------11--------------------","1","0","101","0020000001"
"47","forall NODE0,NODE1. ~held(NODE0) | ~locked_epoch4(NODE1) | NODE0 = NODE1","5","----------1----------1----------","3","0","101","0010100020"
"48","forall NODE0,NODE1. ~held(NODE0) | ~transfer_epoch2(NODE1)","4","----------1---------------1-----","2","11","3","0010001020"
"49","forall NODE0,NODE1. ~held(NODE0) | ~transfer_epoch3(NODE1)","4","----------1-----------------1---","2","11","3","0010001020"
"50","forall NODE0,NODE1. ~held(NODE0) | ~transfer_epoch4(NODE1)","4","----------1-------------------1-","2","11","3","0010001020"
"51","exists NODE0. ~locked_epoch1(NODE0)","2","--------------11----------------","1","3","4","0000200001"
"52","exists NODE0. ~locked_epoch2(NODE0)","2","----------------11--------------","1","3","4","0000200001"
"53","forall NODE0,NODE1. ~locked_epoch2(NODE0) | ~transfer_epoch2(NODE1)","4","----------------1---------1-----","2","10","6","0000101020"
"54","exists NODE0. ~locked_epoch3(NODE0)","2","------------------11------------","1","3","4","0000200001"
"55","forall NODE0,NODE1. ~locked_epoch3(NODE0) | ~transfer_epoch2(NODE1)","4","------------------1-------1-----","2","10","6","0000101020"
"56","forall NODE0,NODE1. ~locked_epoch3(NODE0) | ~transfer_epoch3(NODE1)","4","------------------1---------1---","2","10","6","0000101020"
"57","exists NODE0. ~locked_epoch4(NODE0)","2","--------------------11----------","1","3","4","0000200001"
"58","forall NODE0,NODE1. ~locked_epoch4(NODE0) | ~transfer_epoch2(NODE1)","4","--------------------1-----1-----","2","10","6","0000101020"
"59","forall NODE0,NODE1. ~locked_epoch4(NODE0) | ~transfer_epoch3(NODE1)","4","--------------------1-------1---","2","10","6","0000101020"
"60","forall NODE0,NODE1. ~locked_epoch4(NODE0) | ~transfer_epoch4(NODE1)","4","--------------------1---------1-","2","10","6","0000101020"
"61","forall NODE0. ~locked_epoch4(NODE0) | ep_epoch4(NODE0)","3","----0---------------1-----------","2","0","101","0100100010"
"62","forall NODE0. ~locked_epoch4(NODE0) | held(NODE0)","3","----------0---------1-----------","2","0","101","0001100010"
"63","exists NODE0. ~transfer_epoch2(NODE0)","2","--------------------------11----","1","2","3","0000002001"
"64","forall NODE0,NODE1. ~transfer_epoch2(NODE0) | ~transfer_epoch3(NODE1)","4","--------------------------1-1---","2","9","3","0000002020"
"65","forall NODE0,NODE1. ~transfer_epoch2(NODE0) | ~transfer_epoch4(NODE1)","4","--------------------------1---1-","2","9","3","0000002020"
"66","exists NODE0. ~transfer_epoch3(NODE0)","2","----------------------------11--","1","2","3","0000002001"
"67","forall NODE0,NODE1. ~transfer_epoch3(NODE0) | ~transfer_epoch4(NODE1)","4","----------------------------1-1-","2","9","3","0000002020"
"68","exists NODE0. ~transfer_epoch4(NODE0)","2","------------------------------11","1","2","3","0000002001"
"69","exists NODE0. locked_epoch1(NODE0)","2","--------------00----------------","1","0","101","0000020001"
"70","forall NODE2,NODE0,NODE1. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | ~transfer_epoch3(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1-----1---------------------1---","7","177","4","2000001030"
"71","forall NODE2,NODE0,NODE1. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | ~transfer_epoch4(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1-----1-----------------------1-","7","177","4","2000001030"
"72","forall NODE2,NODE0,NODE1. ~ep_epoch0(NODE0) | ~ep_epoch2(NODE1) | ~transfer_epoch4(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1------1----------------------1-","7","177","4","2000001030"
"73","forall NODE0,NODE1. ~ep_epoch0(NODE0) | ~ep_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1-------1--------0--------------","4","47","7","2000010020"
"74","forall NODE0,NODE1. ~ep_epoch0(NODE0) | ~ep_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1--------1-------0--------------","4","47","7","2000010020"
"75","forall NODE0,NODE1. ~ep_epoch0(NODE0) | ~ep_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1--------1---------0------------","4","47","7","2000010020"
"76","forall NODE0,NODE1. ~ep_epoch0(NODE0) | ~locked_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1----------------0-1------------","4","42","7","1000110020"
"77","forall NODE0,NODE1. ~ep_epoch0(NODE0) | ~locked_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1----------------0---1----------","4","42","7","1000110020"
"78","forall NODE0,NODE1. ~ep_epoch0(NODE0) | ~locked_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","1------------------0-1----------","4","42","7","1000110020"
"79","forall NODE2,NODE0,NODE1. ~ep_epoch0(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch1(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1-----0-------------------1-----","7","175","7","1100001030"
"80","forall NODE2,NODE0,NODE1. ~ep_epoch0(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1------0--------------------1---","7","175","7","1100001030"
"81","forall NODE2,NODE0,NODE1. ~ep_epoch0(NODE0) | ~transfer_epoch3(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","1----------------0----------1---","7","173","7","1000011030"
"82","forall NODE2,NODE0,NODE1. ~ep_epoch0(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1-------0---------------------1-","7","175","7","1100001030"
"83","forall NODE2,NODE0,NODE1. ~ep_epoch0(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1----------------0------------1-","7","173","7","1000011030"
"84","forall NODE2,NODE0,NODE1. ~ep_epoch0(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","1------------------0----------1-","7","173","7","1000011030"
"85","forall NODE0,NODE1. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","1-----0----------0--------------","4","45","3","1100010020"
"86","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~ep_epoch2(NODE1) | ~held(NODE0) | NODE0 = NODE1","6","-1-----1--1---------------------","4","48","3","2010000020"
"87","forall NODE2,NODE0,NODE1. ~ep_epoch1(NODE0) | ~ep_epoch2(NODE1) | ~transfer_epoch4(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-1-----1----------------------1-","7","177","4","2000001030"
"88","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~ep_epoch3(NODE1) | ~held(NODE0) | NODE0 = NODE1","6","-1------1-1---------------------","4","48","3","2010000020"
"89","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~ep_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1------1--------0--------------","4","47","7","2000010020"
"90","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~ep_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1-------1-------0--------------","4","47","7","2000010020"
"91","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~ep_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","-1-------1---------0------------","4","47","7","2000010020"
"92","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~held(NODE0) | ~locked_epoch2(NODE1) | NODE0 = NODE1","6","-1--------1------1--------------","4","44","3","1010100020"
"93","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~held(NODE0) | ~locked_epoch3(NODE1) | NODE0 = NODE1","6","-1--------1--------1------------","4","44","3","1010100020"
"94","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~held(NODE0) | ep_epoch0(NODE1) | NODE0 = NODE1","6","-1---0----1---------------------","4","46","2","1110000020"
"95","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~held(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1---------1-----0--------------","4","43","3","1010010020"
"96","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~locked_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1---------------0-1------------","4","42","7","1000110020"
"97","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~locked_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1---------------0---1----------","4","42","7","1000110020"
"98","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~locked_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","-1-----------------0-1----------","4","42","7","1000110020"
"99","forall NODE2,NODE0,NODE1. ~ep_epoch1(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch0(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-1---0--------------------1-----","7","175","7","1100001030"
"100","forall NODE2,NODE0,NODE1. ~ep_epoch1(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1-----0--------------------1---","7","175","7","1100001030"
"101","forall NODE2,NODE0,NODE1. ~ep_epoch1(NODE0) | ~transfer_epoch3(NODE1) | locked_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1---------------0----------1---","7","173","7","1000011030"
"102","forall NODE2,NODE0,NODE1. ~ep_epoch1(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1------0---------------------1-","7","175","7","1100001030"
"103","forall NODE2,NODE0,NODE1. ~ep_epoch1(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1---------------0------------1-","7","173","7","1000011030"
"104","forall NODE2,NODE0,NODE1. ~ep_epoch1(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","-1-----------------0----------1-","7","173","7","1000011030"
"105","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","6","-1---0-----------0--------------","4","45","3","1100010020"
"106","forall NODE0,NODE1. ~ep_epoch2(NODE0) | ~ep_epoch3(NODE1) | ~held(NODE0) | NODE0 = NODE1","6","--1-----1-1---------------------","4","48","3","2010000020"
"107","forall NODE0,NODE1. ~ep_epoch2(NODE0) | ~ep_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","--1------1---------0------------","4","47","7","2000010020"
"108","forall NODE0,NODE1. ~ep_epoch2(NODE0) | ~held(NODE0) | ~locked_epoch3(NODE1) | NODE0 = NODE1","6","--1-------1--------1------------","4","44","3","1010100020"
"109","forall NODE0,NODE1. ~ep_epoch2(NODE0) | ~held(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","--1--------1-------0------------","4","43","3","1010010020"
"110","forall NODE0,NODE1. ~ep_epoch2(NODE0) | ~locked_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","6","--1----------------0-1----------","4","42","7","1000110020"
"111","forall NODE2,NODE0,NODE1. ~ep_epoch2(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","--1-----0---------------------1-","7","175","7","1100001030"
"112","forall NODE2,NODE0,NODE1. ~ep_epoch2(NODE0) | ~transfer_epoch4(NODE1) | locked_epoch3(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","10","--1----------------0----------1-","7","173","7","1000011030"
"113","forall NODE0,NODE1. ~ep_epoch3(NODE0) | ~held(NODE1) | ep_epoch4(NODE1) | NODE0 = NODE1","6","---1-----0-1--------------------","4","46","2","1110000020"
"114","forall NODE0,NODE1. ~ep_epoch3(NODE0) | ~held(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","6","---1-------1---------0----------","4","43","3","1010010020"
"115","forall NODE0,NODE1. ~ep_epoch3(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","6","---1------------00--------------","4","41","3","1000020020"
"116","forall NODE0,NODE1. ~ep_epoch4(NODE0) | ~locked_epoch3(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","6","----1---0----------1------------","4","0","101","1100100020"
"117","forall NODE0,NODE1. ~ep_epoch4(NODE0) | ep_epoch3(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","6","----1---0---------0-------------","4","45","3","1100010020"
"118","forall NODE0,NODE1. ~ep_epoch4(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","6","----1-----------00--------------","4","41","3","1000020020"
"119","forall NODE0,NODE1. ~ep_epoch4(NODE0) | locked_epoch3(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","6","----1-------------00------------","4","41","3","1000020020"
"120","forall NODE0,NODE1. ~held(NODE0) | ~locked_epoch3(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","6","--------0-1--------1------------","4","27","2","0110100020"
"121","forall NODE0,NODE1. ~held(NODE0) | ~locked_epoch3(NODE1) | ep_epoch4(NODE0) | NODE0 = NODE1","6","----0-----1--------1------------","4","27","2","0110100020"
"122","forall NODE0,NODE1. ~held(NODE0) | ~locked_epoch3(NODE1) | locked_epoch4(NODE0) | NODE0 = NODE1","6","----------1--------10-----------","4","0","101","0010110020"
"123","forall NODE2,NODE0,NODE1. ~locked_epoch1(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch0(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","10","-----0--------1-----------1-----","7","0","101","0100101030"
"124","forall NODE0,NODE1. ~locked_epoch1(NODE0) | ~transfer_epoch2(NODE1) | ep_epoch1(NODE0)","5","-0------------1-----------1-----","3","14","3","0100101020"
"125","forall NODE0,NODE1. ~locked_epoch2(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch2(NODE0)","5","--0-------------1-----------1---","3","14","3","0100101020"
"126","forall NODE0,NODE1. ~locked_epoch3(NODE0) | ~locked_epoch4(NODE1) | ep_epoch3(NODE0) | NODE0 = NODE1","6","---0--------------1--1----------","4","0","101","0100200020"
"127","forall NODE0,NODE1. ~locked_epoch3(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch3(NODE0)","5","---0--------------1-----------1-","3","14","3","0100101020"
"128","forall NODE0. ~locked_epoch3(NODE0) | ep_epoch3(NODE0) | ep_epoch4(NODE0)","4","---00-------------1-------------","3","0","101","0200100010"
"129","forall NODE0. ~locked_epoch3(NODE0) | ep_epoch3(NODE0) | held(NODE0)","4","---0------0-------1-------------","3","0","101","0101100010"
"130","forall NODE0. ~locked_epoch3(NODE0) | ep_epoch3(NODE0) | locked_epoch4(NODE0)","4","---0--------------1-0-----------","3","0","101","0100110010"
"131","forall NODE0,NODE1. ~locked_epoch3(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","6","----------------001-------------","4","24","3","0000120020"
"132","forall NODE0,NODE1. ~locked_epoch4(NODE0) | ep_epoch3(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","6","--------0---------0-1-----------","4","0","101","0100110020"
"133","forall NODE0,NODE1. ~locked_epoch4(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","6","----------------00--1-----------","4","24","3","0000120020"
"134","forall NODE0,NODE1. ~locked_epoch4(NODE0) | locked_epoch3(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","6","------------------001-----------","4","24","3","0000120020"
"135","forall NODE0,NODE1. ~transfer_epoch2(NODE0) | ep_epoch0(NODE0) | ep_epoch0(NODE1) | NODE0 = NODE1","6","0----0--------------------1-----","4","28","5","0200001020"
"136","forall NODE0,NODE1. ~transfer_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1)","5","00------------------------1-----","3","28","5","0200001020"
"137","forall NODE0,NODE1. ~transfer_epoch2(NODE0) | ep_epoch0(NODE1) | locked_epoch1(NODE1)","5","0-------------0-----------1-----","3","0","101","0100011020"
"138","forall NODE0,NODE1. ~transfer_epoch2(NODE0) | ep_epoch1(NODE0) | ep_epoch1(NODE1) | NODE0 = NODE1","6","-0----0-------------------1-----","4","28","5","0200001020"
"139","forall NODE2,NODE0,NODE1. ~transfer_epoch2(NODE0) | ep_epoch1(NODE1) | locked_epoch1(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","-0-------------0----------1-----","7","151","3","0100011030"
"140","forall NODE0,NODE1. ~transfer_epoch3(NODE0) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | NODE0 = NODE1","6","--0----0--------------------1---","4","28","5","0200001020"
"141","forall NODE2,NODE0,NODE1. ~transfer_epoch3(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","--0--------------0----------1---","7","151","3","0100011030"
"142","forall NODE0,NODE1. ~transfer_epoch3(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","6","----------------00----------1---","4","23","3","0000021020"
"143","forall NODE0,NODE1. ~transfer_epoch4(NODE0) | ep_epoch3(NODE0) | ep_epoch3(NODE1) | NODE0 = NODE1","6","---0----0---------------------1-","4","28","5","0200001020"
"144","forall NODE2,NODE0,NODE1. ~transfer_epoch4(NODE0) | ep_epoch3(NODE1) | locked_epoch3(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE0 ~= NODE2 | NODE0 = NODE1))","10","---0---------------0----------1-","7","151","3","0100011030"
"145","forall NODE0,NODE1. ~transfer_epoch4(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","6","----------------00------------1-","4","23","3","0000021020"
"146","forall NODE0,NODE1. ~transfer_epoch4(NODE0) | locked_epoch3(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","6","------------------00----------1-","4","23","3","0000021020"
"147","forall NODE0,NODE1. ~ep_epoch0(NODE0) | ~locked_epoch2(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","1------0---------1-0------------","5","62","7","1100110020"
"148","forall NODE0,NODE1. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","1-----00-----------0------------","5","65","5","1200010020"
"149","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~held(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","-1-----0---1-------0------------","5","63","5","1110010020"
"150","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~locked_epoch2(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","-1-----0---------1-0------------","5","62","7","1100110020"
"151","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","-1---0-0-----------0------------","5","65","5","1200010020"
"152","forall NODE0,NODE1. ~ep_epoch2(NODE0) | ~held(NODE0) | ~locked_epoch1(NODE0) | ep_epoch0(NODE1) | NODE0 = NODE1","7","--1--0----1---1-----------------","5","64","3","1110100020"
"153","forall NODE0,NODE1. ~ep_epoch2(NODE0) | ~held(NODE0) | ~locked_epoch1(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","7","--1---0---1----1----------------","5","64","3","1110100020"
"154","forall NODE0,NODE1. ~ep_epoch2(NODE0) | ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","7","--1--00---1---------------------","5","67","2","1210000020"
"155","forall NODE0,NODE1. ~ep_epoch2(NODE0) | ~held(NODE0) | ep_epoch0(NODE1) | locked_epoch1(NODE1) | NODE0 = NODE1","7","--1--0----1----0----------------","5","63","5","1110010020"
"156","forall NODE0,NODE1. ~ep_epoch2(NODE0) | ~held(NODE0) | ep_epoch1(NODE1) | locked_epoch1(NODE0) | NODE0 = NODE1","7","--1---0---1---0-----------------","5","63","5","1110010020"
